maakunta;tkg;species;component;year;bm;ala
7;4;1;4;2017;2.53828404799006;NA
7;4;1;4;2018;2.53828404799006;NA
7;4;1;4;2019;2.53828404799006;NA
7;4;1;4;2020;2.53828404799006;NA
7;4;1;4;2021;2.53828404799006;NA
7;4;1;5;2015;1.69256871179429;NA
7;4;1;5;2016;1.69256871179429;32.4600172007106
7;4;1;5;2017;1.69256871179429;NA
7;4;1;5;2018;1.69256871179429;NA
7;4;1;5;2019;1.69256871179429;NA
7;4;1;5;2020;1.69256871179429;NA
7;4;1;5;2021;1.69256871179429;NA
7;4;1;6;2015;3.3194492733788;NA
7;4;1;6;2016;3.3194492733788;32.4600172007106
7;4;1;6;2017;3.3194492733788;NA
7;4;1;6;2018;3.3194492733788;NA
7;4;1;6;2019;3.3194492733788;NA
7;4;1;6;2020;3.3194492733788;NA
7;4;1;6;2021;3.3194492733788;NA
7;4;1;7;2015;9.72896093618247;NA
7;4;1;7;2016;9.72896093618247;32.4600172007106
7;4;1;7;2017;9.72896093618247;NA
7;4;1;7;2018;9.72896093618247;NA
7;4;1;7;2019;9.72896093618247;NA
7;4;1;7;2020;9.72896093618247;NA
7;4;1;7;2021;9.72896093618247;NA
7;4;2;1;2015;2.16037593808082;NA
7;4;2;1;2016;2.16037593808082;32.4600172007106
7;4;2;1;2017;2.16037593808082;NA
7;4;2;1;2018;2.16037593808082;NA
7;4;2;1;2019;2.16037593808082;NA
7;4;2;1;2020;2.16037593808082;NA
7;4;2;1;2021;2.16037593808082;NA
7;4;2;2;2015;0.36275964442787;NA
7;4;2;2;2016;0.36275964442787;32.4600172007106
7;4;2;2;2017;0.36275964442787;NA
7;4;2;2;2018;0.36275964442787;NA
7;4;2;2;2019;0.36275964442787;NA
7;4;2;2;2020;0.36275964442787;NA
7;4;2;2;2021;0.36275964442787;NA
7;4;2;3;2015;0.978193316923144;NA
7;4;2;3;2016;0.978193316923144;32.4600172007106
7;4;2;3;2017;0.978193316923144;NA
7;4;2;3;2018;0.978193316923144;NA
7;4;2;3;2019;0.978193316923144;NA
7;4;2;3;2020;0.978193316923144;NA
7;4;2;3;2021;0.978193316923144;NA
7;4;2;4;2015;1.03907816728684;NA
7;4;2;4;2016;1.03907816728684;32.4600172007106
7;4;2;4;2017;1.03907816728684;NA
7;4;2;4;2018;1.03907816728684;NA
7;4;2;4;2019;1.03907816728684;NA
7;4;2;4;2020;1.03907816728684;NA
7;4;2;4;2021;1.03907816728684;NA
7;4;2;5;2015;0.105483719480612;NA
7;4;2;5;2016;0.105483719480612;32.4600172007106
7;4;2;5;2017;0.105483719480612;NA
7;4;2;5;2018;0.105483719480612;NA
7;4;2;5;2019;0.105483719480612;NA
7;4;2;5;2020;0.105483719480612;NA
7;4;2;5;2021;0.105483719480612;NA
7;4;2;6;2015;0.27964732184363;NA
7;4;2;6;2016;0.27964732184363;32.4600172007106
7;4;2;6;2017;0.27964732184363;NA
7;4;2;6;2018;0.27964732184363;NA
7;4;2;6;2019;0.27964732184363;NA
7;4;2;6;2020;0.27964732184363;NA
7;4;2;6;2021;0.27964732184363;NA
7;4;2;7;2015;1.2743926870014;NA
7;4;2;7;2016;1.2743926870014;32.4600172007106
7;4;2;7;2017;1.2743926870014;NA
7;4;2;7;2018;1.2743926870014;NA
7;4;2;7;2019;1.2743926870014;NA
7;4;2;7;2020;1.2743926870014;NA
7;4;2;7;2021;1.2743926870014;NA
7;4;3;1;2015;14.0628413286457;NA
7;4;3;1;2016;14.0628413286457;32.4600172007106
7;4;3;1;2017;14.0628413286457;NA
7;4;3;1;2018;14.0628413286457;NA
7;4;3;1;2019;14.0628413286457;NA
7;4;3;1;2020;14.0628413286457;NA
7;4;3;1;2021;14.0628413286457;NA
7;4;3;2;2015;2.30120253227394;NA
7;4;3;2;2016;2.30120253227394;32.4600172007106
7;4;3;2;2017;2.30120253227394;NA
7;4;3;2;2018;2.30120253227394;NA
7;4;3;2;2019;2.30120253227394;NA
7;4;3;2;2020;2.30120253227394;NA
7;4;3;2;2021;2.30120253227394;NA
7;4;3;3;2015;2.59496681101683;NA
7;4;3;3;2016;2.59496681101683;32.4600172007106
7;4;3;3;2017;2.59496681101683;NA
7;4;3;3;2018;2.59496681101683;NA
7;4;3;3;2019;2.59496681101683;NA
7;4;3;3;2020;2.59496681101683;NA
7;4;3;3;2021;2.59496681101683;NA
7;4;3;4;2015;0.865893217736351;NA
7;4;3;4;2016;0.865893217736351;32.4600172007106
7;4;3;4;2017;0.865893217736351;NA
7;4;3;4;2018;0.865893217736351;NA
7;4;3;4;2019;0.865893217736351;NA
7;4;3;4;2020;0.865893217736351;NA
7;4;3;4;2021;0.865893217736351;NA
7;4;3;5;2015;0.201552393776389;NA
7;4;3;5;2016;0.201552393776389;32.4600172007106
7;4;3;5;2017;0.201552393776389;NA
7;4;3;5;2018;0.201552393776389;NA
7;4;3;5;2019;0.201552393776389;NA
7;4;3;5;2020;0.201552393776389;NA
7;4;3;5;2021;0.201552393776389;NA
7;4;3;6;2015;1.25891262245543;NA
7;4;3;6;2016;1.25891262245543;32.4600172007106
7;4;3;6;2017;1.25891262245543;NA
7;4;3;6;2018;1.25891262245543;NA
7;4;3;6;2019;1.25891262245543;NA
7;4;3;6;2020;1.25891262245543;NA
7;4;3;6;2021;1.25891262245543;NA
7;4;3;7;2015;4.50073277229579;NA
7;4;3;7;2016;4.50073277229579;32.4600172007106
7;4;3;7;2017;4.50073277229579;NA
7;4;3;7;2018;4.50073277229579;NA
7;4;3;7;2019;4.50073277229579;NA
7;4;3;7;2020;4.50073277229579;NA
7;4;3;7;2021;4.50073277229579;NA
7;6;1;1;2015;35.157295912;NA
7;6;1;1;2016;35.157295912;33.797691293
7;6;1;1;2017;35.157295912;NA
7;6;1;1;2018;35.157295912;NA
7;6;1;1;2019;35.157295912;NA
7;6;1;1;2020;35.157295912;NA
7;6;1;1;2021;35.157295912;NA
7;6;1;2;2015;3.4108422826;NA
7;6;1;2;2016;3.4108422826;33.797691293
7;6;1;2;2017;3.4108422826;NA
7;6;1;2;2018;3.4108422826;NA
7;6;1;2;2019;3.4108422826;NA
7;6;1;2;2020;3.4108422826;NA
7;6;1;2;2021;3.4108422826;NA
7;6;1;3;2015;6.6292298632;NA
7;6;1;3;2016;6.6292298632;33.797691293
7;6;1;3;2017;6.6292298632;NA
7;6;1;3;2018;6.6292298632;NA
7;6;1;3;2019;6.6292298632;NA
7;6;1;3;2020;6.6292298632;NA
7;6;1;3;2021;6.6292298632;NA
7;6;1;4;2015;2.6641344484;NA
7;6;1;4;2016;2.6641344484;33.797691293
7;6;1;4;2017;2.6641344484;NA
7;6;1;4;2018;2.6641344484;NA
7;6;1;4;2019;2.6641344484;NA
7;6;1;4;2020;2.6641344484;NA
7;6;1;4;2021;2.6641344484;NA
7;6;1;5;2015;1.4545176026;NA
7;6;1;5;2016;1.4545176026;33.797691293
7;6;1;5;2017;1.4545176026;NA
7;6;1;5;2018;1.4545176026;NA
7;6;1;5;2019;1.4545176026;NA
7;6;1;5;2020;1.4545176026;NA
7;6;1;5;2021;1.4545176026;NA
7;6;1;6;2015;3.2271307644;NA
7;6;1;6;2016;3.2271307644;33.797691293
7;6;1;6;2017;3.2271307644;NA
7;6;1;6;2018;3.2271307644;NA
7;6;1;6;2019;3.2271307644;NA
7;6;1;6;2020;3.2271307644;NA
7;6;1;6;2021;3.2271307644;NA
7;6;1;7;2015;8.9524560908;NA
7;6;1;7;2016;8.9524560908;33.797691293
7;6;1;7;2017;8.9524560908;NA
7;6;1;7;2018;8.9524560908;NA
7;6;1;7;2019;8.9524560908;NA
7;6;1;7;2020;8.9524560908;NA
7;6;1;7;2021;8.9524560908;NA
7;6;2;1;2015;0.4767419206;NA
7;6;2;1;2016;0.4767419206;33.797691293
7;6;2;1;2017;0.4767419206;NA
7;6;2;1;2018;0.4767419206;NA
7;6;2;1;2019;0.4767419206;NA
7;6;2;1;2020;0.4767419206;NA
7;6;2;1;2021;0.4767419206;NA
7;6;2;2;2015;0.0750017832;NA
7;6;2;2;2016;0.0750017832;33.797691293
7;6;2;2;2017;0.0750017832;NA
7;6;2;2;2018;0.0750017832;NA
7;6;2;2;2019;0.0750017832;NA
7;6;2;2;2020;0.0750017832;NA
7;6;2;2;2021;0.0750017832;NA
7;6;2;3;2015;0.1474868657;NA
7;6;2;3;2016;0.1474868657;33.797691293
7;6;2;3;2017;0.1474868657;NA
7;6;2;3;2018;0.1474868657;NA
7;6;2;3;2019;0.1474868657;NA
7;6;2;3;2020;0.1474868657;NA
7;6;2;3;2021;0.1474868657;NA
7;6;2;4;2015;0.1121384345;NA
7;6;2;4;2016;0.1121384345;33.797691293
7;6;2;4;2017;0.1121384345;NA
7;6;2;4;2018;0.1121384345;NA
7;6;2;4;2019;0.1121384345;NA
7;6;2;4;2020;0.1121384345;NA
7;6;2;4;2021;0.1121384345;NA
7;6;2;5;2015;0.0552774801;NA
7;6;2;5;2016;0.0552774801;33.797691293
7;6;2;5;2017;0.0552774801;NA
7;6;2;5;2018;0.0552774801;NA
7;6;2;5;2019;0.0552774801;NA
7;6;2;5;2020;0.0552774801;NA
7;6;2;5;2021;0.0552774801;NA
7;6;2;6;2015;0.0546590745;NA
7;6;2;6;2016;0.0546590745;33.797691293
7;6;2;6;2017;0.0546590745;NA
7;6;2;6;2018;0.0546590745;NA
7;6;2;6;2019;0.0546590745;NA
7;6;2;6;2020;0.0546590745;NA
7;6;2;6;2021;0.0546590745;NA
7;6;2;7;2015;0.2451961221;NA
7;6;2;7;2016;0.2451961221;33.797691293
7;6;2;7;2017;0.2451961221;NA
7;6;2;7;2018;0.2451961221;NA
7;6;2;7;2019;0.2451961221;NA
7;6;2;7;2020;0.2451961221;NA
7;6;2;7;2021;0.2451961221;NA
7;6;3;1;2015;0.9924948827;NA
7;6;3;1;2016;0.9924948827;33.797691293
7;6;3;1;2017;0.9924948827;NA
7;6;3;1;2018;0.9924948827;NA
7;6;3;1;2019;0.9924948827;NA
7;6;3;1;2020;0.9924948827;NA
7;6;3;1;2021;0.9924948827;NA
7;6;3;2;2015;0.1992403704;NA
7;6;3;2;2016;0.1992403704;33.797691293
7;6;3;2;2017;0.1992403704;NA
7;6;3;2;2018;0.1992403704;NA
7;6;3;2;2019;0.1992403704;NA
7;6;3;2;2020;0.1992403704;NA
7;6;3;2;2021;0.1992403704;NA
7;6;3;3;2015;0.1945244455;NA
7;6;3;3;2016;0.1945244455;33.797691293
7;6;3;3;2017;0.1945244455;NA
7;6;3;3;2018;0.1945244455;NA
7;6;3;3;2019;0.1945244455;NA
7;6;3;3;2020;0.1945244455;NA
7;6;3;3;2021;0.1945244455;NA
7;6;3;4;2015;0.0806836159;NA
7;6;3;4;2016;0.0806836159;33.797691293
7;6;3;4;2017;0.0806836159;NA
7;6;3;4;2018;0.0806836159;NA
7;6;3;4;2019;0.0806836159;NA
7;6;3;4;2020;0.0806836159;NA
7;6;3;4;2021;0.0806836159;NA
7;6;3;5;2015;0.0137152191;NA
7;6;3;5;2016;0.0137152191;33.797691293
7;6;3;5;2017;0.0137152191;NA
7;6;3;5;2018;0.0137152191;NA
7;6;3;5;2019;0.0137152191;NA
7;6;3;5;2020;0.0137152191;NA
7;6;3;5;2021;0.0137152191;NA
7;6;3;6;2015;0.1541649333;NA
7;6;3;6;2016;0.1541649333;33.797691293
7;6;3;6;2017;0.1541649333;NA
7;6;3;6;2018;0.1541649333;NA
7;6;3;6;2019;0.1541649333;NA
7;6;3;6;2020;0.1541649333;NA
7;6;3;6;2021;0.1541649333;NA
7;6;3;7;2015;0.5857413462;NA
7;6;3;7;2016;0.5857413462;33.797691293
7;6;3;7;2017;0.5857413462;NA
7;6;3;7;2018;0.5857413462;NA
7;6;3;7;2019;0.5857413462;NA
7;6;3;7;2020;0.5857413462;NA
7;6;3;7;2021;0.5857413462;NA
7;7;1;1;2015;0;NA
7;7;1;1;2016;0;0
7;7;1;1;2017;0;NA
7;7;1;1;2018;0;NA
7;7;1;1;2019;0;NA
7;7;1;1;2020;0;NA
7;7;1;1;2021;0;NA
7;7;1;2;2015;0;NA
7;7;1;2;2016;0;0
7;7;1;2;2017;0;NA
7;7;1;2;2018;0;NA
7;7;1;2;2019;0;NA
7;7;1;2;2020;0;NA
7;7;1;2;2021;0;NA
7;7;1;3;2015;0;NA
7;7;1;3;2016;0;0
7;7;1;3;2017;0;NA
7;7;1;3;2018;0;NA
7;7;1;3;2019;0;NA
7;7;1;3;2020;0;NA
7;7;1;3;2021;0;NA
7;7;1;4;2015;0;NA
7;7;1;4;2016;0;0
7;7;1;4;2017;0;NA
7;7;1;4;2018;0;NA
7;7;1;4;2019;0;NA
7;7;1;4;2020;0;NA
7;7;1;4;2021;0;NA
7;7;1;5;2015;0;NA
7;7;1;5;2016;0;0
7;7;1;5;2017;0;NA
7;7;1;5;2018;0;NA
7;7;1;5;2019;0;NA
7;7;1;5;2020;0;NA
7;7;1;5;2021;0;NA
7;7;1;6;2015;0;NA
7;7;1;6;2016;0;0
7;7;1;6;2017;0;NA
7;7;1;6;2018;0;NA
7;7;1;6;2019;0;NA
7;7;1;6;2020;0;NA
7;7;1;6;2021;0;NA
7;7;1;7;2015;0;NA
7;7;1;7;2016;0;0
7;7;1;7;2017;0;NA
7;7;1;7;2018;0;NA
7;7;1;7;2019;0;NA
7;7;1;7;2020;0;NA
7;7;1;7;2021;0;NA
7;7;2;1;2015;0;NA
7;7;2;1;2016;0;0
7;7;2;1;2017;0;NA
7;7;2;1;2018;0;NA
7;7;2;1;2019;0;NA
7;7;2;1;2020;0;NA
7;7;2;1;2021;0;NA
7;7;2;2;2015;0;NA
7;7;2;2;2016;0;0
7;7;2;2;2017;0;NA
7;7;2;2;2018;0;NA
7;7;2;2;2019;0;NA
7;7;2;2;2020;0;NA
7;7;2;2;2021;0;NA
7;7;2;3;2015;0;NA
7;7;2;3;2016;0;0
7;7;2;3;2017;0;NA
7;7;2;3;2018;0;NA
7;7;2;3;2019;0;NA
7;7;2;3;2020;0;NA
7;7;2;3;2021;0;NA
7;7;2;4;2015;0;NA
7;7;2;4;2016;0;0
7;7;2;4;2017;0;NA
7;7;2;4;2018;0;NA
7;7;2;4;2019;0;NA
7;7;2;4;2020;0;NA
7;7;2;4;2021;0;NA
7;7;2;5;2015;0;NA
7;7;2;5;2016;0;0
7;7;2;5;2017;0;NA
7;7;2;5;2018;0;NA
7;7;2;5;2019;0;NA
7;7;2;5;2020;0;NA
7;7;2;5;2021;0;NA
7;7;2;6;2015;0;NA
7;7;2;6;2016;0;0
7;7;2;6;2017;0;NA
7;7;2;6;2018;0;NA
7;7;2;6;2019;0;NA
7;7;2;6;2020;0;NA
7;7;2;6;2021;0;NA
7;7;2;7;2015;0;NA
7;7;2;7;2016;0;0
7;7;2;7;2017;0;NA
7;7;2;7;2018;0;NA
7;7;2;7;2019;0;NA
7;7;2;7;2020;0;NA
7;7;2;7;2021;0;NA
7;7;3;1;2015;0;NA
7;7;3;1;2016;0;0
7;7;3;1;2017;0;NA
7;7;3;1;2018;0;NA
7;7;3;1;2019;0;NA
7;7;3;1;2020;0;NA
7;7;3;1;2021;0;NA
7;7;3;2;2015;0;NA
7;7;3;2;2016;0;0
7;7;3;2;2017;0;NA
7;7;3;2;2018;0;NA
7;7;3;2;2019;0;NA
7;7;3;2;2020;0;NA
7;7;3;2;2021;0;NA
7;7;3;3;2015;0;NA
7;7;3;3;2016;0;0
7;7;3;3;2017;0;NA
7;7;3;3;2018;0;NA
7;7;3;3;2019;0;NA
7;7;3;3;2020;0;NA
7;7;3;3;2021;0;NA
7;7;3;4;2015;0;NA
7;7;3;4;2016;0;0
7;7;3;4;2017;0;NA
7;7;3;4;2018;0;NA
7;7;3;4;2019;0;NA
7;7;3;4;2020;0;NA
7;7;3;4;2021;0;NA
7;7;3;5;2015;0;NA
7;7;3;5;2016;0;0
7;7;3;5;2017;0;NA
7;7;3;5;2018;0;NA
7;7;3;5;2019;0;NA
7;7;3;5;2020;0;NA
7;7;3;5;2021;0;NA
7;7;3;6;2015;0;NA
7;7;3;6;2016;0;0
7;7;3;6;2017;0;NA
7;7;3;6;2018;0;NA
7;7;3;6;2019;0;NA
7;7;3;6;2020;0;NA
7;7;3;6;2021;0;NA
7;7;3;7;2015;0;NA
7;7;3;7;2016;0;0
7;7;3;7;2017;0;NA
7;7;3;7;2018;0;NA
7;7;3;7;2019;0;NA
7;7;3;7;2020;0;NA
7;7;3;7;2021;0;NA
8;1;1;1;2015;5.8507107748;NA
8;1;1;1;2016;5.8507107748;68.336031851
8;1;1;1;2017;5.8507107748;NA
8;1;1;1;2018;5.8507107748;NA
8;1;1;1;2019;5.8507107748;NA
8;1;1;1;2020;5.8507107748;NA
8;1;1;1;2021;5.8507107748;NA
8;1;1;2;2015;0.4737512544;NA
8;1;1;2;2016;0.4737512544;68.336031851
8;1;1;2;2017;0.4737512544;NA
8;1;1;2;2018;0.4737512544;NA
8;1;1;2;2019;0.4737512544;NA
8;1;1;2;2020;0.4737512544;NA
8;1;1;2;2021;0.4737512544;NA
8;1;1;3;2015;0.8977904125;NA
8;1;1;3;2016;0.8977904125;68.336031851
8;1;1;3;2017;0.8977904125;NA
8;1;1;3;2018;0.8977904125;NA
8;1;1;3;2019;0.8977904125;NA
8;1;1;3;2020;0.8977904125;NA
8;1;1;3;2021;0.8977904125;NA
8;1;1;4;2015;0.3483879568;NA
8;1;1;4;2016;0.3483879568;68.336031851
8;1;1;4;2017;0.3483879568;NA
8;1;1;4;2018;0.3483879568;NA
8;1;1;4;2019;0.3483879568;NA
8;1;1;4;2020;0.3483879568;NA
8;1;1;4;2021;0.3483879568;NA
8;1;1;5;2015;0.2457297989;NA
8;1;1;5;2016;0.2457297989;68.336031851
8;1;1;5;2017;0.2457297989;NA
8;1;1;5;2018;0.2457297989;NA
8;1;1;5;2019;0.2457297989;NA
8;1;1;5;2020;0.2457297989;NA
8;1;1;5;2021;0.2457297989;NA
8;1;1;6;2015;0.4933020562;NA
8;1;1;6;2016;0.4933020562;68.336031851
8;1;1;6;2017;0.4933020562;NA
8;1;1;6;2018;0.4933020562;NA
8;1;1;6;2019;0.4933020562;NA
8;1;1;6;2020;0.4933020562;NA
8;1;1;6;2021;0.4933020562;NA
8;1;1;7;2015;1.478947;NA
8;1;1;7;2016;1.478947;68.336031851
8;1;1;7;2017;1.478947;NA
8;1;1;7;2018;1.478947;NA
8;1;1;7;2019;1.478947;NA
8;1;1;7;2020;1.478947;NA
8;1;1;7;2021;1.478947;NA
8;1;2;1;2015;35.009068753;NA
8;1;2;1;2016;35.009068753;68.336031851
8;1;2;1;2017;35.009068753;NA
8;1;2;1;2018;35.009068753;NA
8;1;2;1;2019;35.009068753;NA
8;1;2;1;2020;35.009068753;NA
8;1;2;1;2021;35.009068753;NA
8;1;2;2;2015;4.0451339785;NA
8;1;2;2;2016;4.0451339785;68.336031851
8;1;2;2;2017;4.0451339785;NA
8;1;2;2;2018;4.0451339785;NA
8;1;2;2;2019;4.0451339785;NA
8;1;2;2;2020;4.0451339785;NA
8;1;2;2;2021;4.0451339785;NA
8;1;2;3;2015;9.077760898;NA
8;1;2;3;2016;9.077760898;68.336031851
8;1;2;3;2017;9.077760898;NA
8;1;2;3;2018;9.077760898;NA
8;1;2;3;2019;9.077760898;NA
8;1;2;3;2020;9.077760898;NA
8;1;2;3;2021;9.077760898;NA
8;1;2;4;2015;6.7013038785;NA
8;1;2;4;2016;6.7013038785;68.336031851
8;1;2;4;2017;6.7013038785;NA
8;1;2;4;2018;6.7013038785;NA
8;1;2;4;2019;6.7013038785;NA
8;1;2;4;2020;6.7013038785;NA
8;1;2;4;2021;6.7013038785;NA
8;1;2;5;2015;1.6210959418;NA
8;1;2;5;2016;1.6210959418;68.336031851
8;1;2;5;2017;1.6210959418;NA
8;1;2;5;2018;1.6210959418;NA
8;1;2;5;2019;1.6210959418;NA
8;1;2;5;2020;1.6210959418;NA
8;1;2;5;2021;1.6210959418;NA
8;1;2;6;2015;3.16501556;NA
8;1;2;6;2016;3.16501556;68.336031851
8;1;2;6;2017;3.16501556;NA
8;1;2;6;2018;3.16501556;NA
8;1;2;6;2019;3.16501556;NA
8;1;2;6;2020;3.16501556;NA
8;1;2;6;2021;3.16501556;NA
8;1;2;7;2015;12.082692534;NA
8;1;2;7;2016;12.082692534;68.336031851
8;1;2;7;2017;12.082692534;NA
8;1;2;7;2018;12.082692534;NA
8;1;2;7;2019;12.082692534;NA
8;1;2;7;2020;12.082692534;NA
8;1;2;7;2021;12.082692534;NA
8;1;3;1;2015;34.557588735;NA
8;1;3;1;2016;34.557588735;68.336031851
8;1;3;1;2017;34.557588735;NA
8;1;3;1;2018;34.557588735;NA
8;1;3;1;2019;34.557588735;NA
8;1;3;1;2020;34.557588735;NA
8;1;3;1;2021;34.557588735;NA
8;1;3;2;2015;5.6267777048;NA
8;1;3;2;2016;5.6267777048;68.336031851
8;1;3;2;2017;5.6267777048;NA
8;1;3;2;2018;5.6267777048;NA
8;1;3;2;2019;5.6267777048;NA
8;1;3;2;2020;5.6267777048;NA
8;1;3;2;2021;5.6267777048;NA
8;1;3;3;2015;5.718142342;NA
8;1;3;3;2016;5.718142342;68.336031851
8;1;3;3;2017;5.718142342;NA
8;1;3;3;2018;5.718142342;NA
8;1;3;3;2019;5.718142342;NA
8;1;3;3;2020;5.718142342;NA
8;1;3;3;2021;5.718142342;NA
8;1;3;4;2015;1.5063517624;NA
8;1;3;4;2016;1.5063517624;68.336031851
8;1;3;4;2017;1.5063517624;NA
8;1;3;4;2018;1.5063517624;NA
8;1;3;4;2019;1.5063517624;NA
8;1;3;4;2020;1.5063517624;NA
8;1;3;4;2021;1.5063517624;NA
8;1;3;5;2015;0.2603033577;NA
8;1;3;5;2016;0.2603033577;68.336031851
8;1;3;5;2017;0.2603033577;NA
8;1;3;5;2018;0.2603033577;NA
8;1;3;5;2019;0.2603033577;NA
8;1;3;5;2020;0.2603033577;NA
8;1;3;5;2021;0.2603033577;NA
8;1;3;6;2015;2.9089776224;NA
8;1;3;6;2016;2.9089776224;68.336031851
8;1;3;6;2017;2.9089776224;NA
8;1;3;6;2018;2.9089776224;NA
8;1;3;6;2019;2.9089776224;NA
8;1;3;6;2020;2.9089776224;NA
8;1;3;6;2021;2.9089776224;NA
8;1;3;7;2015;10.605328171;NA
8;1;3;7;2016;10.605328171;68.336031851
8;1;3;7;2017;10.605328171;NA
8;1;3;7;2018;10.605328171;NA
8;1;3;7;2019;10.605328171;NA
8;1;3;7;2020;10.605328171;NA
8;1;3;7;2021;10.605328171;NA
8;2;1;1;2015;15.1449119425017;NA
8;2;1;1;2016;15.1449119425017;91.3846505838406
8;2;1;1;2017;15.1449119425017;NA
8;2;1;1;2018;15.1449119425017;NA
8;2;1;1;2019;15.1449119425017;NA
8;2;1;1;2020;15.1449119425017;NA
8;2;1;1;2021;15.1449119425017;NA
8;2;1;2;2015;1.18644415494662;NA
8;2;1;2;2016;1.18644415494662;91.3846505838406
8;2;1;2;2017;1.18644415494662;NA
8;2;1;2;2018;1.18644415494662;NA
8;2;1;2;2019;1.18644415494662;NA
8;2;1;2;2020;1.18644415494662;NA
8;2;1;2;2021;1.18644415494662;NA
8;2;1;3;2015;2.74691945629771;NA
8;2;1;3;2016;2.74691945629771;91.3846505838406
8;2;1;3;2017;2.74691945629771;NA
8;2;1;3;2018;2.74691945629771;NA
8;2;1;3;2019;2.74691945629771;NA
8;2;1;3;2020;2.74691945629771;NA
8;2;1;3;2021;2.74691945629771;NA
8;2;1;4;2015;1.15303554596338;NA
8;2;1;4;2016;1.15303554596338;91.3846505838406
8;2;1;4;2017;1.15303554596338;NA
8;2;1;4;2018;1.15303554596338;NA
8;2;1;4;2019;1.15303554596338;NA
8;2;1;4;2020;1.15303554596338;NA
8;2;1;4;2021;1.15303554596338;NA
8;2;1;5;2015;0.7555866871762;NA
8;2;1;5;2016;0.7555866871762;91.3846505838406
8;2;1;5;2017;0.7555866871762;NA
8;2;1;5;2018;0.7555866871762;NA
8;2;1;5;2019;0.7555866871762;NA
8;2;1;5;2020;0.7555866871762;NA
8;2;1;5;2021;0.7555866871762;NA
8;2;1;6;2015;1.31157049181771;NA
8;2;1;6;2016;1.31157049181771;91.3846505838406
8;2;1;6;2017;1.31157049181771;NA
8;2;1;6;2018;1.31157049181771;NA
8;2;1;6;2019;1.31157049181771;NA
8;2;1;6;2020;1.31157049181771;NA
8;2;1;6;2021;1.31157049181771;NA
8;2;1;7;2015;3.99310543869493;NA
8;2;1;7;2016;3.99310543869493;91.3846505838406
8;2;1;7;2017;3.99310543869493;NA
8;2;1;7;2018;3.99310543869493;NA
8;2;1;7;2019;3.99310543869493;NA
8;2;1;7;2020;3.99310543869493;NA
8;2;1;7;2021;3.99310543869493;NA
8;2;2;1;2015;18.6103349585608;NA
8;2;2;1;2016;18.6103349585608;91.3846505838406
8;2;2;1;2017;18.6103349585608;NA
8;2;2;1;2018;18.6103349585608;NA
8;2;2;1;2019;18.6103349585608;NA
8;2;2;1;2020;18.6103349585608;NA
8;2;2;1;2021;18.6103349585608;NA
8;2;2;2;2015;2.54266298557755;NA
8;2;2;2;2016;2.54266298557755;91.3846505838406
8;2;2;2;2017;2.54266298557755;NA
8;2;2;2;2018;2.54266298557755;NA
8;2;2;2;2019;2.54266298557755;NA
8;2;2;2;2020;2.54266298557755;NA
8;2;2;2;2021;2.54266298557755;NA
8;2;2;3;2015;5.80081424911415;NA
8;2;2;3;2016;5.80081424911415;91.3846505838406
8;2;2;3;2017;5.80081424911415;NA
8;2;2;3;2018;5.80081424911415;NA
8;2;2;3;2019;5.80081424911415;NA
8;2;2;3;2020;5.80081424911415;NA
8;2;2;3;2021;5.80081424911415;NA
8;2;2;4;2015;4.77477326151565;NA
8;2;2;4;2016;4.77477326151565;91.3846505838406
8;2;2;4;2017;4.77477326151565;NA
8;2;2;4;2018;4.77477326151565;NA
8;2;2;4;2019;4.77477326151565;NA
8;2;2;4;2020;4.77477326151565;NA
8;2;2;4;2021;4.77477326151565;NA
8;2;2;5;2015;1.00271365151494;NA
8;2;2;5;2016;1.00271365151494;91.3846505838406
8;2;2;5;2017;1.00271365151494;NA
8;2;2;5;2018;1.00271365151494;NA
8;2;2;5;2019;1.00271365151494;NA
8;2;2;5;2020;1.00271365151494;NA
8;2;2;5;2021;1.00271365151494;NA
8;2;2;6;2015;1.98608236227814;NA
8;2;2;6;2016;1.98608236227814;91.3846505838406
8;2;2;6;2017;1.98608236227814;NA
8;2;2;6;2018;1.98608236227814;NA
8;2;2;6;2019;1.98608236227814;NA
8;2;2;6;2020;1.98608236227814;NA
8;2;2;6;2021;1.98608236227814;NA
8;2;2;7;2015;8.36543781046605;NA
8;2;2;7;2016;8.36543781046605;91.3846505838406
8;2;2;7;2017;8.36543781046605;NA
8;2;2;7;2018;8.36543781046605;NA
8;2;2;7;2019;8.36543781046605;NA
8;2;2;7;2020;8.36543781046605;NA
8;2;2;7;2021;8.36543781046605;NA
8;2;3;1;2015;21.7592384471376;NA
8;2;3;1;2016;21.7592384471376;91.3846505838406
8;2;3;1;2017;21.7592384471376;NA
8;2;3;1;2018;21.7592384471376;NA
8;2;3;1;2019;21.7592384471376;NA
8;2;3;1;2020;21.7592384471376;NA
8;2;3;1;2021;21.7592384471376;NA
8;2;3;2;2015;3.65980571835293;NA
8;2;3;2;2016;3.65980571835293;91.3846505838406
8;2;3;2;2017;3.65980571835293;NA
8;2;3;2;2018;3.65980571835293;NA
8;2;3;2;2019;3.65980571835293;NA
8;2;3;2;2020;3.65980571835293;NA
8;2;3;2;2021;3.65980571835293;NA
8;2;3;3;2015;3.58258947053444;NA
8;2;3;3;2016;3.58258947053444;91.3846505838406
