maakunta;tkg;species;component;year;bm;ala
11;2;1;7;2018;4.01382260505855;NA
11;2;1;7;2019;4.01382260505855;NA
11;2;1;7;2020;4.01382260505855;NA
11;2;1;7;2021;4.01382260505855;NA
11;2;2;1;2015;17.5600493367575;NA
11;2;2;1;2016;17.5600493367575;514.991074895039
11;2;2;1;2017;17.5600493367575;NA
11;2;2;1;2018;17.5600493367575;NA
11;2;2;1;2019;17.5600493367575;NA
11;2;2;1;2020;17.5600493367575;NA
11;2;2;1;2021;17.5600493367575;NA
11;2;2;2;2015;2.29352987690038;NA
11;2;2;2;2016;2.29352987690038;514.991074895039
11;2;2;2;2017;2.29352987690038;NA
11;2;2;2;2018;2.29352987690038;NA
11;2;2;2;2019;2.29352987690038;NA
11;2;2;2;2020;2.29352987690038;NA
11;2;2;2;2021;2.29352987690038;NA
11;2;2;3;2015;5.41005042242155;NA
11;2;2;3;2016;5.41005042242155;514.991074895039
11;2;2;3;2017;5.41005042242155;NA
11;2;2;3;2018;5.41005042242155;NA
11;2;2;3;2019;5.41005042242155;NA
11;2;2;3;2020;5.41005042242155;NA
11;2;2;3;2021;5.41005042242155;NA
11;2;2;4;2015;4.08089431937646;NA
11;2;2;4;2016;4.08089431937646;514.991074895039
11;2;2;4;2017;4.08089431937646;NA
11;2;2;4;2018;4.08089431937646;NA
11;2;2;4;2019;4.08089431937646;NA
11;2;2;4;2020;4.08089431937646;NA
11;2;2;4;2021;4.08089431937646;NA
11;2;2;5;2015;0.903820229483229;NA
11;2;2;5;2016;0.903820229483229;514.991074895039
11;2;2;5;2017;0.903820229483229;NA
11;2;2;5;2018;0.903820229483229;NA
11;2;2;5;2019;0.903820229483229;NA
11;2;2;5;2020;0.903820229483229;NA
11;2;2;5;2021;0.903820229483229;NA
11;2;2;6;2015;1.80183135961296;NA
11;2;2;6;2016;1.80183135961296;514.991074895039
11;2;2;6;2017;1.80183135961296;NA
11;2;2;6;2018;1.80183135961296;NA
11;2;2;6;2019;1.80183135961296;NA
11;2;2;6;2020;1.80183135961296;NA
11;2;2;6;2021;1.80183135961296;NA
11;2;2;7;2015;7.35233285960016;NA
11;2;2;7;2016;7.35233285960016;514.991074895039
11;2;2;7;2017;7.35233285960016;NA
11;2;2;7;2018;7.35233285960016;NA
11;2;2;7;2019;7.35233285960016;NA
11;2;2;7;2020;7.35233285960016;NA
11;2;2;7;2021;7.35233285960016;NA
11;2;3;1;2015;13.8223158171606;NA
11;2;3;1;2016;13.8223158171606;514.991074895039
11;2;3;1;2017;13.8223158171606;NA
11;2;3;1;2018;13.8223158171606;NA
11;2;3;1;2019;13.8223158171606;NA
11;2;3;1;2020;13.8223158171606;NA
11;2;3;1;2021;13.8223158171606;NA
11;2;3;2;2015;2.22914835400196;NA
11;2;3;2;2016;2.22914835400196;514.991074895039
11;2;3;2;2017;2.22914835400196;NA
11;2;3;2;2018;2.22914835400196;NA
11;2;3;2;2019;2.22914835400196;NA
11;2;3;2;2020;2.22914835400196;NA
11;2;3;2;2021;2.22914835400196;NA
11;2;3;3;2015;2.55389169771571;NA
11;2;3;3;2016;2.55389169771571;514.991074895039
11;2;3;3;2017;2.55389169771571;NA
11;2;3;3;2018;2.55389169771571;NA
11;2;3;3;2019;2.55389169771571;NA
11;2;3;3;2020;2.55389169771571;NA
11;2;3;3;2021;2.55389169771571;NA
11;2;3;4;2015;0.786657142703838;NA
11;2;3;4;2016;0.786657142703838;514.991074895039
11;2;3;4;2017;0.786657142703838;NA
11;2;3;4;2018;0.786657142703838;NA
11;2;3;4;2019;0.786657142703838;NA
11;2;3;4;2020;0.786657142703838;NA
11;2;3;4;2021;0.786657142703838;NA
11;2;3;5;2015;0.233757402470837;NA
11;2;3;5;2016;0.233757402470837;514.991074895039
11;2;3;5;2017;0.233757402470837;NA
11;2;3;5;2018;0.233757402470837;NA
11;2;3;5;2019;0.233757402470837;NA
11;2;3;5;2020;0.233757402470837;NA
11;2;3;5;2021;0.233757402470837;NA
11;2;3;6;2015;1.3335617596539;NA
11;2;3;6;2016;1.3335617596539;514.991074895039
11;2;3;6;2017;1.3335617596539;NA
11;2;3;6;2018;1.3335617596539;NA
11;2;3;6;2019;1.3335617596539;NA
11;2;3;6;2020;1.3335617596539;NA
11;2;3;6;2021;1.3335617596539;NA
11;2;3;7;2015;4.48709291905958;NA
11;2;3;7;2016;4.48709291905958;514.991074895039
11;2;3;7;2017;4.48709291905958;NA
11;2;3;7;2018;4.48709291905958;NA
11;2;3;7;2019;4.48709291905958;NA
11;2;3;7;2020;4.48709291905958;NA
11;2;3;7;2021;4.48709291905958;NA
11;4;1;1;2015;31.3727241456211;NA
11;4;1;1;2016;31.3727241456211;402.793452526611
11;4;1;1;2017;31.3727241456211;NA
11;4;1;1;2018;31.3727241456211;NA
11;4;1;1;2019;31.3727241456211;NA
11;4;1;1;2020;31.3727241456211;NA
11;4;1;1;2021;31.3727241456211;NA
11;4;1;2;2015;2.72229862095489;NA
11;4;1;2;2016;2.72229862095489;402.793452526611
11;4;1;2;2017;2.72229862095489;NA
11;4;1;2;2018;2.72229862095489;NA
11;4;1;2;2019;2.72229862095489;NA
11;4;1;2;2020;2.72229862095489;NA
11;4;1;2;2021;2.72229862095489;NA
11;4;1;3;2015;5.00699721064208;NA
11;4;1;3;2016;5.00699721064208;402.793452526611
11;4;1;3;2017;5.00699721064208;NA
11;4;1;3;2018;5.00699721064208;NA
11;4;1;3;2019;5.00699721064208;NA
11;4;1;3;2020;5.00699721064208;NA
11;4;1;3;2021;5.00699721064208;NA
11;4;1;4;2015;1.97370018398304;NA
11;4;1;4;2016;1.97370018398304;402.793452526611
11;4;1;4;2017;1.97370018398304;NA
11;4;1;4;2018;1.97370018398304;NA
11;4;1;4;2019;1.97370018398304;NA
11;4;1;4;2020;1.97370018398304;NA
11;4;1;4;2021;1.97370018398304;NA
11;4;1;5;2015;1.35695604993536;NA
11;4;1;5;2016;1.35695604993536;402.793452526611
11;4;1;5;2017;1.35695604993536;NA
11;4;1;5;2018;1.35695604993536;NA
11;4;1;5;2019;1.35695604993536;NA
11;4;1;5;2020;1.35695604993536;NA
11;4;1;5;2021;1.35695604993536;NA
11;4;1;6;2015;2.71975369803941;NA
11;4;1;6;2016;2.71975369803941;402.793452526611
11;4;1;6;2017;2.71975369803941;NA
11;4;1;6;2018;2.71975369803941;NA
11;4;1;6;2019;2.71975369803941;NA
11;4;1;6;2020;2.71975369803941;NA
11;4;1;6;2021;2.71975369803941;NA
11;4;1;7;2015;7.80142988406469;NA
11;4;1;7;2016;7.80142988406469;402.793452526611
11;4;1;7;2017;7.80142988406469;NA
11;4;1;7;2018;7.80142988406469;NA
11;4;1;7;2019;7.80142988406469;NA
11;4;1;7;2020;7.80142988406469;NA
11;4;1;7;2021;7.80142988406469;NA
11;4;2;1;2015;4.15718565161801;NA
11;4;2;1;2016;4.15718565161801;402.793452526611
11;4;2;1;2017;4.15718565161801;NA
11;4;2;1;2018;4.15718565161801;NA
11;4;2;1;2019;4.15718565161801;NA
11;4;2;1;2020;4.15718565161801;NA
11;4;2;1;2021;4.15718565161801;NA
11;4;2;2;2015;0.602859436282629;NA
11;4;2;2;2016;0.602859436282629;402.793452526611
11;4;2;2;2017;0.602859436282629;NA
11;4;2;2;2018;0.602859436282629;NA
11;4;2;2;2019;0.602859436282629;NA
11;4;2;2;2020;0.602859436282629;NA
11;4;2;2;2021;0.602859436282629;NA
11;4;2;3;2015;1.43654822286511;NA
11;4;2;3;2016;1.43654822286511;402.793452526611
11;4;2;3;2017;1.43654822286511;NA
11;4;2;3;2018;1.43654822286511;NA
11;4;2;3;2019;1.43654822286511;NA
11;4;2;3;2020;1.43654822286511;NA
11;4;2;3;2021;1.43654822286511;NA
11;4;2;4;2015;1.2003022175869;NA
11;4;2;4;2016;1.2003022175869;402.793452526611
11;4;2;4;2017;1.2003022175869;NA
11;4;2;4;2018;1.2003022175869;NA
11;4;2;4;2019;1.2003022175869;NA
11;4;2;4;2020;1.2003022175869;NA
11;4;2;4;2021;1.2003022175869;NA
11;4;2;5;2015;0.247574655363675;NA
11;4;2;5;2016;0.247574655363675;402.793452526611
11;4;2;5;2017;0.247574655363675;NA
11;4;2;5;2018;0.247574655363675;NA
11;4;2;5;2019;0.247574655363675;NA
11;4;2;5;2020;0.247574655363675;NA
11;4;2;5;2021;0.247574655363675;NA
11;4;2;6;2015;0.451365158357164;NA
11;4;2;6;2016;0.451365158357164;402.793452526611
11;4;2;6;2017;0.451365158357164;NA
11;4;2;6;2018;0.451365158357164;NA
11;4;2;6;2019;0.451365158357164;NA
11;4;2;6;2020;0.451365158357164;NA
11;4;2;6;2021;0.451365158357164;NA
11;4;2;7;2015;1.99817920463813;NA
11;4;2;7;2016;1.99817920463813;402.793452526611
11;4;2;7;2017;1.99817920463813;NA
11;4;2;7;2018;1.99817920463813;NA
11;4;2;7;2019;1.99817920463813;NA
11;4;2;7;2020;1.99817920463813;NA
11;4;2;7;2021;1.99817920463813;NA
11;4;3;1;2015;6.82454325363618;NA
11;4;3;1;2016;6.82454325363618;402.793452526611
11;4;3;1;2017;6.82454325363618;NA
11;4;3;1;2018;6.82454325363618;NA
11;4;3;1;2019;6.82454325363618;NA
11;4;3;1;2020;6.82454325363618;NA
11;4;3;1;2021;6.82454325363618;NA
11;4;3;2;2015;1.22281541404795;NA
11;4;3;2;2016;1.22281541404795;402.793452526611
11;4;3;2;2017;1.22281541404795;NA
11;4;3;2;2018;1.22281541404795;NA
11;4;3;2;2019;1.22281541404795;NA
11;4;3;2;2020;1.22281541404795;NA
11;4;3;2;2021;1.22281541404795;NA
11;4;3;3;2015;1.36612601063057;NA
11;4;3;3;2016;1.36612601063057;402.793452526611
11;4;3;3;2017;1.36612601063057;NA
11;4;3;3;2018;1.36612601063057;NA
11;4;3;3;2019;1.36612601063057;NA
11;4;3;3;2020;1.36612601063057;NA
11;4;3;3;2021;1.36612601063057;NA
11;4;3;4;2015;0.473151079519543;NA
11;4;3;4;2016;0.473151079519543;402.793452526611
11;4;3;4;2017;0.473151079519543;NA
11;4;3;4;2018;0.473151079519543;NA
11;4;3;4;2019;0.473151079519543;NA
11;4;3;4;2020;0.473151079519543;NA
11;4;3;4;2021;0.473151079519543;NA
11;4;3;5;2015;0.0982388035047738;NA
11;4;3;5;2016;0.0982388035047738;402.793452526611
11;4;3;5;2017;0.0982388035047738;NA
11;4;3;5;2018;0.0982388035047738;NA
11;4;3;5;2019;0.0982388035047738;NA
11;4;3;5;2020;0.0982388035047738;NA
11;4;3;5;2021;0.0982388035047738;NA
11;4;3;6;2015;0.867487087103296;NA
11;4;3;6;2016;0.867487087103296;402.793452526611
11;4;3;6;2017;0.867487087103296;NA
11;4;3;6;2018;0.867487087103296;NA
11;4;3;6;2019;0.867487087103296;NA
11;4;3;6;2020;0.867487087103296;NA
11;4;3;6;2021;0.867487087103296;NA
11;4;3;7;2015;2.78988384070937;NA
11;4;3;7;2016;2.78988384070937;402.793452526611
11;4;3;7;2017;2.78988384070937;NA
11;4;3;7;2018;2.78988384070937;NA
11;4;3;7;2019;2.78988384070937;NA
11;4;3;7;2020;2.78988384070937;NA
11;4;3;7;2021;2.78988384070937;NA
11;6;1;1;2015;27.387224813;NA
11;6;1;1;2016;27.387224813;454.70429896
11;6;1;1;2017;27.387224813;NA
11;6;1;1;2018;27.387224813;NA
11;6;1;1;2019;27.387224813;NA
11;6;1;1;2020;27.387224813;NA
11;6;1;1;2021;27.387224813;NA
11;6;1;2;2015;3.0187487992;NA
11;6;1;2;2016;3.0187487992;454.70429896
11;6;1;2;2017;3.0187487992;NA
11;6;1;2;2018;3.0187487992;NA
11;6;1;2;2019;3.0187487992;NA
11;6;1;2;2020;3.0187487992;NA
11;6;1;2;2021;3.0187487992;NA
11;6;1;3;2015;5.2463842499;NA
11;6;1;3;2016;5.2463842499;454.70429896
11;6;1;3;2017;5.2463842499;NA
11;6;1;3;2018;5.2463842499;NA
11;6;1;3;2019;5.2463842499;NA
11;6;1;3;2020;5.2463842499;NA
11;6;1;3;2021;5.2463842499;NA
11;6;1;4;2015;2.1139708415;NA
11;6;1;4;2016;2.1139708415;454.70429896
11;6;1;4;2017;2.1139708415;NA
11;6;1;4;2018;2.1139708415;NA
11;6;1;4;2019;2.1139708415;NA
11;6;1;4;2020;2.1139708415;NA
11;6;1;4;2021;2.1139708415;NA
11;6;1;5;2015;1.4693043224;NA
11;6;1;5;2016;1.4693043224;454.70429896
11;6;1;5;2017;1.4693043224;NA
11;6;1;5;2018;1.4693043224;NA
11;6;1;5;2019;1.4693043224;NA
11;6;1;5;2020;1.4693043224;NA
11;6;1;5;2021;1.4693043224;NA
11;6;1;6;2015;2.6873557205;NA
11;6;1;6;2016;2.6873557205;454.70429896
11;6;1;6;2017;2.6873557205;NA
11;6;1;6;2018;2.6873557205;NA
11;6;1;6;2019;2.6873557205;NA
11;6;1;6;2020;2.6873557205;NA
11;6;1;6;2021;2.6873557205;NA
11;6;1;7;2015;7.4755956402;NA
11;6;1;7;2016;7.4755956402;454.70429896
11;6;1;7;2017;7.4755956402;NA
11;6;1;7;2018;7.4755956402;NA
11;6;1;7;2019;7.4755956402;NA
11;6;1;7;2020;7.4755956402;NA
11;6;1;7;2021;7.4755956402;NA
11;6;2;1;2015;0.639521012;NA
11;6;2;1;2016;0.639521012;454.70429896
11;6;2;1;2017;0.639521012;NA
11;6;2;1;2018;0.639521012;NA
11;6;2;1;2019;0.639521012;NA
11;6;2;1;2020;0.639521012;NA
11;6;2;1;2021;0.639521012;NA
11;6;2;2;2015;0.111766519;NA
11;6;2;2;2016;0.111766519;454.70429896
11;6;2;2;2017;0.111766519;NA
11;6;2;2;2018;0.111766519;NA
11;6;2;2;2019;0.111766519;NA
11;6;2;2;2020;0.111766519;NA
11;6;2;2;2021;0.111766519;NA
11;6;2;3;2015;0.2757545796;NA
11;6;2;3;2016;0.2757545796;454.70429896
11;6;2;3;2017;0.2757545796;NA
11;6;2;3;2018;0.2757545796;NA
11;6;2;3;2019;0.2757545796;NA
11;6;2;3;2020;0.2757545796;NA
11;6;2;3;2021;0.2757545796;NA
11;6;2;4;2015;0.2334687942;NA
11;6;2;4;2016;0.2334687942;454.70429896
11;6;2;4;2017;0.2334687942;NA
11;6;2;4;2018;0.2334687942;NA
11;6;2;4;2019;0.2334687942;NA
11;6;2;4;2020;0.2334687942;NA
11;6;2;4;2021;0.2334687942;NA
11;6;2;5;2015;0.0415862103;NA
11;6;2;5;2016;0.0415862103;454.70429896
11;6;2;5;2017;0.0415862103;NA
11;6;2;5;2018;0.0415862103;NA
11;6;2;5;2019;0.0415862103;NA
11;6;2;5;2020;0.0415862103;NA
11;6;2;5;2021;0.0415862103;NA
11;6;2;6;2015;0.0869140869;NA
11;6;2;6;2016;0.0869140869;454.70429896
11;6;2;6;2017;0.0869140869;NA
11;6;2;6;2018;0.0869140869;NA
11;6;2;6;2019;0.0869140869;NA
11;6;2;6;2020;0.0869140869;NA
11;6;2;6;2021;0.0869140869;NA
11;6;2;7;2015;0.4101181484;NA
11;6;2;7;2016;0.4101181484;454.70429896
11;6;2;7;2017;0.4101181484;NA
11;6;2;7;2018;0.4101181484;NA
11;6;2;7;2019;0.4101181484;NA
11;6;2;7;2020;0.4101181484;NA
11;6;2;7;2021;0.4101181484;NA
11;6;3;1;2015;1.8346219274;NA
11;6;3;1;2016;1.8346219274;454.70429896
11;6;3;1;2017;1.8346219274;NA
11;6;3;1;2018;1.8346219274;NA
11;6;3;1;2019;1.8346219274;NA
11;6;3;1;2020;1.8346219274;NA
11;6;3;1;2021;1.8346219274;NA
11;6;3;2;2015;0.3562504166;NA
11;6;3;2;2016;0.3562504166;454.70429896
11;6;3;2;2017;0.3562504166;NA
11;6;3;2;2018;0.3562504166;NA
11;6;3;2;2019;0.3562504166;NA
11;6;3;2;2020;0.3562504166;NA
11;6;3;2;2021;0.3562504166;NA
11;6;3;3;2015;0.4413420906;NA
11;6;3;3;2016;0.4413420906;454.70429896
11;6;3;3;2017;0.4413420906;NA
11;6;3;3;2018;0.4413420906;NA
11;6;3;3;2019;0.4413420906;NA
11;6;3;3;2020;0.4413420906;NA
11;6;3;3;2021;0.4413420906;NA
11;6;3;4;2015;0.2353700911;NA
11;6;3;4;2016;0.2353700911;454.70429896
11;6;3;4;2017;0.2353700911;NA
11;6;3;4;2018;0.2353700911;NA
11;6;3;4;2019;0.2353700911;NA
11;6;3;4;2020;0.2353700911;NA
11;6;3;4;2021;0.2353700911;NA
11;6;3;5;2015;0.0268356907;NA
11;6;3;5;2016;0.0268356907;454.70429896
11;6;3;5;2017;0.0268356907;NA
11;6;3;5;2018;0.0268356907;NA
11;6;3;5;2019;0.0268356907;NA
11;6;3;5;2020;0.0268356907;NA
11;6;3;5;2021;0.0268356907;NA
11;6;3;6;2015;0.2723579655;NA
11;6;3;6;2016;0.2723579655;454.70429896
11;6;3;6;2017;0.2723579655;NA
11;6;3;6;2018;0.2723579655;NA
11;6;3;6;2019;0.2723579655;NA
11;6;3;6;2020;0.2723579655;NA
11;6;3;6;2021;0.2723579655;NA
11;6;3;7;2015;1.0034510937;NA
11;6;3;7;2016;1.0034510937;454.70429896
11;6;3;7;2017;1.0034510937;NA
11;6;3;7;2018;1.0034510937;NA
11;6;3;7;2019;1.0034510937;NA
11;6;3;7;2020;1.0034510937;NA
11;6;3;7;2021;1.0034510937;NA
11;7;1;1;2015;8.4036626511;NA
11;7;1;1;2016;8.4036626511;19.431807648
11;7;1;1;2017;8.4036626511;NA
11;7;1;1;2018;8.4036626511;NA
11;7;1;1;2019;8.4036626511;NA
11;7;1;1;2020;8.4036626511;NA
11;7;1;1;2021;8.4036626511;NA
11;7;1;2;2015;1.2602637497;NA
11;7;1;2;2016;1.2602637497;19.431807648
11;7;1;2;2017;1.2602637497;NA
11;7;1;2;2018;1.2602637497;NA
11;7;1;2;2019;1.2602637497;NA
11;7;1;2;2020;1.2602637497;NA
11;7;1;2;2021;1.2602637497;NA
11;7;1;3;2015;2.5060222784;NA
11;7;1;3;2016;2.5060222784;19.431807648
11;7;1;3;2017;2.5060222784;NA
11;7;1;3;2018;2.5060222784;NA
11;7;1;3;2019;2.5060222784;NA
11;7;1;3;2020;2.5060222784;NA
11;7;1;3;2021;2.5060222784;NA
11;7;1;4;2015;1.1680298859;NA
11;7;1;4;2016;1.1680298859;19.431807648
11;7;1;4;2017;1.1680298859;NA
11;7;1;4;2018;1.1680298859;NA
11;7;1;4;2019;1.1680298859;NA
11;7;1;4;2020;1.1680298859;NA
11;7;1;4;2021;1.1680298859;NA
11;7;1;5;2015;0.6032594666;NA
11;7;1;5;2016;0.6032594666;19.431807648
11;7;1;5;2017;0.6032594666;NA
11;7;1;5;2018;0.6032594666;NA
11;7;1;5;2019;0.6032594666;NA
11;7;1;5;2020;0.6032594666;NA
11;7;1;5;2021;0.6032594666;NA
11;7;1;6;2015;0.99684247;NA
11;7;1;6;2016;0.99684247;19.431807648
11;7;1;6;2017;0.99684247;NA
11;7;1;6;2018;0.99684247;NA
11;7;1;6;2019;0.99684247;NA
11;7;1;6;2020;0.99684247;NA
11;7;1;6;2021;0.99684247;NA
11;7;1;7;2015;2.5549991825;NA
11;7;1;7;2016;2.5549991825;19.431807648
11;7;1;7;2017;2.5549991825;NA
11;7;1;7;2018;2.5549991825;NA
11;7;1;7;2019;2.5549991825;NA
11;7;1;7;2020;2.5549991825;NA
11;7;1;7;2021;2.5549991825;NA
11;7;2;1;2015;0;NA
11;7;2;1;2016;0;19.431807648
11;7;2;1;2017;0;NA
11;7;2;1;2018;0;NA
11;7;2;1;2019;0;NA
11;7;2;1;2020;0;NA
11;7;2;1;2021;0;NA
11;7;2;2;2015;0;NA
11;7;2;2;2016;0;19.431807648
11;7;2;2;2017;0;NA
11;7;2;2;2018;0;NA
11;7;2;2;2019;0;NA
11;7;2;2;2020;0;NA
11;7;2;2;2021;0;NA
11;7;2;3;2015;0;NA
11;7;2;3;2016;0;19.431807648
11;7;2;3;2017;0;NA
11;7;2;3;2018;0;NA
11;7;2;3;2019;0;NA
11;7;2;3;2020;0;NA
11;7;2;3;2021;0;NA
11;7;2;4;2015;0;NA
11;7;2;4;2016;0;19.431807648
11;7;2;4;2017;0;NA
11;7;2;4;2018;0;NA
11;7;2;4;2019;0;NA
11;7;2;4;2020;0;NA
11;7;2;4;2021;0;NA
11;7;2;5;2015;0;NA
11;7;2;5;2016;0;19.431807648
11;7;2;5;2017;0;NA
11;7;2;5;2018;0;NA
11;7;2;5;2019;0;NA
11;7;2;5;2020;0;NA
11;7;2;5;2021;0;NA
11;7;2;6;2015;0;NA
11;7;2;6;2016;0;19.431807648
11;7;2;6;2017;0;NA
11;7;2;6;2018;0;NA
11;7;2;6;2019;0;NA
11;7;2;6;2020;0;NA
11;7;2;6;2021;0;NA
11;7;2;7;2015;0;NA
11;7;2;7;2016;0;19.431807648
11;7;2;7;2017;0;NA
11;7;2;7;2018;0;NA
11;7;2;7;2019;0;NA
11;7;2;7;2020;0;NA
11;7;2;7;2021;0;NA
11;7;3;1;2015;0.6654840848;NA
11;7;3;1;2016;0.6654840848;19.431807648
11;7;3;1;2017;0.6654840848;NA
11;7;3;1;2018;0.6654840848;NA
11;7;3;1;2019;0.6654840848;NA
11;7;3;1;2020;0.6654840848;NA
11;7;3;1;2021;0.6654840848;NA
11;7;3;2;2015;0.1195196068;NA
11;7;3;2;2016;0.1195196068;19.431807648
11;7;3;2;2017;0.1195196068;NA
11;7;3;2;2018;0.1195196068;NA
11;7;3;2;2019;0.1195196068;NA
11;7;3;2;2020;0.1195196068;NA
11;7;3;2;2021;0.1195196068;NA
11;7;3;3;2015;0.1625509956;NA
11;7;3;3;2016;0.1625509956;19.431807648
11;7;3;3;2017;0.1625509956;NA
11;7;3;3;2018;0.1625509956;NA
11;7;3;3;2019;0.1625509956;NA
11;7;3;3;2020;0.1625509956;NA
11;7;3;3;2021;0.1625509956;NA
11;7;3;4;2015;0.0833059271;NA
11;7;3;4;2016;0.0833059271;19.431807648
11;7;3;4;2017;0.0833059271;NA
11;7;3;4;2018;0.0833059271;NA
11;7;3;4;2019;0.0833059271;NA
11;7;3;4;2020;0.0833059271;NA
11;7;3;4;2021;0.0833059271;NA
11;7;3;5;2015;0.0082536301;NA
11;7;3;5;2016;0.0082536301;19.431807648
11;7;3;5;2017;0.0082536301;NA
11;7;3;5;2018;0.0082536301;NA
11;7;3;5;2019;0.0082536301;NA
11;7;3;5;2020;0.0082536301;NA
11;7;3;5;2021;0.0082536301;NA
11;7;3;6;2015;0.0639975181;NA
11;7;3;6;2016;0.0639975181;19.431807648
11;7;3;6;2017;0.0639975181;NA
11;7;3;6;2018;0.0639975181;NA
11;7;3;6;2019;0.0639975181;NA
11;7;3;6;2020;0.0639975181;NA
11;7;3;6;2021;0.0639975181;NA
11;7;3;7;2015;0.2304011538;NA
11;7;3;7;2016;0.2304011538;19.431807648
11;7;3;7;2017;0.2304011538;NA
11;7;3;7;2018;0.2304011538;NA
11;7;3;7;2019;0.2304011538;NA
11;7;3;7;2020;0.2304011538;NA
11;7;3;7;2021;0.2304011538;NA
12;1;1;1;2015;8.1537754562;NA
12;1;1;1;2016;8.1537754562;460.92560554
12;1;1;1;2017;8.1537754562;NA
12;1;1;1;2018;8.1537754562;NA
12;1;1;1;2019;8.1537754562;NA
12;1;1;1;2020;8.1537754562;NA
12;1;1;1;2021;8.1537754562;NA
12;1;1;2;2015;0.6853247639;NA
12;1;1;2;2016;0.6853247639;460.92560554
12;1;1;2;2017;0.6853247639;NA
12;1;1;2;2018;0.6853247639;NA
12;1;1;2;2019;0.6853247639;NA
12;1;1;2;2020;0.6853247639;NA
12;1;1;2;2021;0.6853247639;NA
12;1;1;3;2015;1.4487164643;NA
12;1;1;3;2016;1.4487164643;460.92560554
12;1;1;3;2017;1.4487164643;NA
12;1;1;3;2018;1.4487164643;NA
12;1;1;3;2019;1.4487164643;NA
12;1;1;3;2020;1.4487164643;NA
12;1;1;3;2021;1.4487164643;NA
12;1;1;4;2015;0.5713161337;NA
12;1;1;4;2016;0.5713161337;460.92560554
12;1;1;4;2017;0.5713161337;NA
12;1;1;4;2018;0.5713161337;NA
12;1;1;4;2019;0.5713161337;NA
12;1;1;4;2020;0.5713161337;NA
12;1;1;4;2021;0.5713161337;NA
12;1;1;5;2015;0.3780892035;NA
12;1;1;5;2016;0.3780892035;460.92560554
12;1;1;5;2017;0.3780892035;NA
12;1;1;5;2018;0.3780892035;NA
12;1;1;5;2019;0.3780892035;NA
12;1;1;5;2020;0.3780892035;NA
12;1;1;5;2021;0.3780892035;NA
12;1;1;6;2015;0.7484994199;NA
12;1;1;6;2016;0.7484994199;460.92560554
12;1;1;6;2017;0.7484994199;NA
12;1;1;6;2018;0.7484994199;NA
12;1;1;6;2019;0.7484994199;NA
12;1;1;6;2020;0.7484994199;NA
12;1;1;6;2021;0.7484994199;NA
12;1;1;7;2015;2.2141795773;NA
12;1;1;7;2016;2.2141795773;460.92560554
12;1;1;7;2017;2.2141795773;NA
12;1;1;7;2018;2.2141795773;NA
12;1;1;7;2019;2.2141795773;NA
12;1;1;7;2020;2.2141795773;NA
12;1;1;7;2021;2.2141795773;NA
12;1;2;1;2015;12.34722501;NA
12;1;2;1;2016;12.34722501;460.92560554
12;1;2;1;2017;12.34722501;NA
12;1;2;1;2018;12.34722501;NA
12;1;2;1;2019;12.34722501;NA
12;1;2;1;2020;12.34722501;NA
12;1;2;1;2021;12.34722501;NA
12;1;2;2;2015;1.7121426462;NA
12;1;2;2;2016;1.7121426462;460.92560554
12;1;2;2;2017;1.7121426462;NA
12;1;2;2;2018;1.7121426462;NA
12;1;2;2;2019;1.7121426462;NA
12;1;2;2;2020;1.7121426462;NA
12;1;2;2;2021;1.7121426462;NA
12;1;2;3;2015;4.3008626483;NA
12;1;2;3;2016;4.3008626483;460.92560554
12;1;2;3;2017;4.3008626483;NA
12;1;2;3;2018;4.3008626483;NA
12;1;2;3;2019;4.3008626483;NA
12;1;2;3;2020;4.3008626483;NA
12;1;2;3;2021;4.3008626483;NA
12;1;2;4;2015;3.0705584747;NA
12;1;2;4;2016;3.0705584747;460.92560554
12;1;2;4;2017;3.0705584747;NA
12;1;2;4;2018;3.0705584747;NA
12;1;2;4;2019;3.0705584747;NA
12;1;2;4;2020;3.0705584747;NA
12;1;2;4;2021;3.0705584747;NA
12;1;2;5;2015;0.5943270377;NA
12;1;2;5;2016;0.5943270377;460.92560554
12;1;2;5;2017;0.5943270377;NA
12;1;2;5;2018;0.5943270377;NA
12;1;2;5;2019;0.5943270377;NA
12;1;2;5;2020;0.5943270377;NA
12;1;2;5;2021;0.5943270377;NA
12;1;2;6;2015;1.438118269;NA
12;1;2;6;2016;1.438118269;460.92560554
12;1;2;6;2017;1.438118269;NA
12;1;2;6;2018;1.438118269;NA
12;1;2;6;2019;1.438118269;NA
12;1;2;6;2020;1.438118269;NA
12;1;2;6;2021;1.438118269;NA
12;1;2;7;2015;5.5923933029;NA
12;1;2;7;2016;5.5923933029;460.92560554
12;1;2;7;2017;5.5923933029;NA
12;1;2;7;2018;5.5923933029;NA
12;1;2;7;2019;5.5923933029;NA
12;1;2;7;2020;5.5923933029;NA
12;1;2;7;2021;5.5923933029;NA
12;1;3;1;2015;22.235168336;NA
12;1;3;1;2016;22.235168336;460.92560554
12;1;3;1;2017;22.235168336;NA
12;1;3;1;2018;22.235168336;NA
12;1;3;1;2019;22.235168336;NA
12;1;3;1;2020;22.235168336;NA
12;1;3;1;2021;22.235168336;NA
12;1;3;2;2015;3.5848117621;NA
12;1;3;2;2016;3.5848117621;460.92560554
12;1;3;2;2017;3.5848117621;NA
12;1;3;2;2018;3.5848117621;NA
