maakunta;peat_type;year;roll_T
12;6;2009;10.5666455576091
12;6;2010;10.6191866497149
12;6;2011;10.6652108216937
12;6;2012;10.7130131153268
12;6;2013;10.7512504805992
12;6;2014;10.7512700063682
12;6;2015;10.7657525196023
12;6;2016;10.8151370583175
12;6;2017;10.8196972289474
12;6;2018;10.8567419782462
12;6;2019;10.8282429535938
12;6;2020;10.8958398811526
12;6;2021;10.9552715380714
12;7;1990;10.1119047619048
12;7;1991;10.0733333333333
12;7;1992;10.0946825396825
12;7;1993;10.0010317460317
12;7;1994;9.98603174603175
12;7;1995;10.0224603174603
12;7;1996;10.0156349206349
12;7;1997;9.99253968253968
12;7;1998;10.0338888888889
12;7;1999;10.067619047619
12;7;2000;10.0779365079365
12;7;2001;10.1309523809524
12;7;2002;10.1022222222222
12;7;2003;10.1342857142857
12;7;2004;10.1290476190476
12;7;2005;10.1547619047619
12;7;2006;10.2623015873016
12;7;2007;10.3122222222222
12;7;2008;10.3209523809524
12;7;2009;10.3242063492063
12;7;2010;10.3746825396825
12;7;2011;10.4197619047619
12;7;2012;10.468253968254
12;7;2013;10.5071428571429
12;7;2014;10.5073015873016
12;7;2015;10.5225396825397
12;7;2016;10.5752380952381
12;7;2017;10.579126984127
12;7;2018;10.6164285714286
12;7;2019;10.5873015873016
12;7;2020;10.6552380952381
12;7;2021;10.7130952380952
13;1;1990;10.6734788869487
13;1;1991;10.6377302487853
13;1;1992;10.6594538451489
13;1;1993;10.5813032877391
13;1;1994;10.5799846012333
13;1;1995;10.6194767555939
13;1;1996;10.6164723376955
13;1;1997;10.6083474611657
13;1;1998;10.6381237229857
13;1;1999;10.6653114574501
13;1;2000;10.6773062761152
13;1;2001;10.7253940056577
13;1;2002;10.7118754107465
13;1;2003;10.7366657524505
13;1;2004;10.7418248680257
13;1;2005;10.7635394805531
13;1;2006;10.8769235335657
13;1;2007;10.934042806473
13;1;2008;10.9461843898139
13;1;2009;10.9501915886801
13;1;2010;10.9899958265429
13;1;2011;11.049147710567
13;1;2012;11.0827303619046
13;1;2013;11.1187642669504
13;1;2014;11.1329159184131
13;1;2015;11.1404791608752
13;1;2016;11.1708433661908
13;1;2017;11.1834045156015
13;1;2018;11.2260038113808
13;1;2019;11.2122350861926
13;1;2020;11.2685495411429
13;1;2021;11.3308868832377
13;2;1990;10.5340371821377
13;2;1991;10.4972483239973
13;2;1992;10.5185969572827
13;2;1993;10.4399475853135
13;2;1994;10.437382266683
13;2;1995;10.4754705440733
13;2;1996;10.4723977920224
13;2;1997;10.4644474799635
13;2;1998;10.4950282898991
13;2;1999;10.5199988593985
13;2;2000;10.5315050964484
13;2;2001;10.5789040327065
13;2;2002;10.5660310535522
13;2;2003;10.5928616486835
13;2;2004;10.59761210333
13;2;2005;10.6207831223422
13;2;2006;10.7334083345189
13;2;2007;10.7900035436106
13;2;2008;10.8020158421613
13;2;2009;10.8048393467836
13;2;2010;10.8424160799777
13;2;2011;10.9010584884211
13;2;2012;10.9344813603311
13;2;2013;10.9710648169861
13;2;2014;10.9840955314775
13;2;2015;10.9900027695334
13;2;2016;11.0191021954822
13;2;2017;11.0307509656984
13;2;2018;11.0721692314493
13;2;2019;11.0590407210428
13;2;2020;11.114201307059
13;2;2021;11.1766105065502
13;4;1990;10.4294536072658
13;4;1991;10.3925168585674
13;4;1992;10.4144919518919
13;4;1993;10.3365269331671
13;4;1994;10.3336193671015
13;4;1995;10.3709508323178
13;4;1996;10.3697345001008
13;4;1997;10.3628581126614
13;4;1998;10.3955247805106
13;4;1999;10.4194499497642
13;4;2000;10.4308872855776
13;4;2001;10.4779994754155
13;4;2002;10.4656860250677
13;4;2003;10.4944913378467
13;4;2004;10.4980573023409
13;4;2005;10.5227291008292
13;4;2006;10.6342279693496
13;4;2007;10.6904880492572
13;4;2008;10.701018204549
13;4;2009;10.702154247311
13;4;2010;10.7365331143022
13;4;2011;10.7944789972208
13;4;2012;10.8265957286815
13;4;2013;10.8631540142324
13;4;2014;10.8741987970403
13;4;2015;10.8785602299336
13;4;2016;10.9056941333714
13;4;2017;10.9150500709226
13;4;2018;10.9542016583667
13;4;2019;10.9403233497528
13;4;2020;10.9932162080801
13;4;2021;11.054263543997
13;6;1990;10.4007906268127
13;6;1991;10.3646685596963
13;6;1992;10.387973020802
13;6;1993;10.3117516141049
13;6;1994;10.3101670976392
13;6;1995;10.3487741543233
13;6;1996;10.3484576419678
13;6;1997;10.3428546431734
13;6;1998;10.3762135140653
13;6;1999;10.4006527034829
13;6;2000;10.4122118729564
13;6;2001;10.4592556988237
13;6;2002;10.4488172545466
13;6;2003;10.479203206741
13;6;2004;10.4833422612005
13;6;2005;10.5083484415824
13;6;2006;10.6204894441168
13;6;2007;10.6768611585941
13;6;2008;10.6875809464486
13;6;2009;10.6893094059431
13;6;2010;10.7236001577954
