maakunta;year;peat_type;total_living_litter
19;2017;7;1.2505238526681
19;2018;1;2.48281178925003
19;2018;2;2.27683924200728
19;2018;4;2.64413626363617
19;2018;6;1.9597954805141
19;2018;7;1.2505238526681
19;2019;1;2.48281178925003
19;2019;2;2.27683924200728
19;2019;4;2.64413626363617
19;2019;6;1.9597954805141
19;2019;7;1.2505238526681
19;2020;1;2.48281178925003
19;2020;2;2.27683924200728
19;2020;4;2.64413626363617
19;2020;6;1.9597954805141
19;2020;7;1.2505238526681
19;2021;1;2.48281178925003
19;2021;2;2.27683924200728
19;2021;4;2.64413626363617
19;2021;6;1.9597954805141
19;2021;7;1.2505238526681
21;2015;1;5.46449237488812
21;2015;2;3.59837995135784
21;2015;4;3.42021814528365
21;2015;6;2.42625361832718
21;2015;7;1.2608332
21;2016;1;5.46449237488812
21;2016;2;3.59837995135784
21;2016;4;3.42021814528365
21;2016;6;2.42625361832718
21;2016;7;1.2608332
21;2017;1;5.46449237488812
21;2017;2;3.59837995135784
21;2017;4;3.42021814528365
21;2017;6;2.42625361832718
21;2017;7;1.2608332
21;2018;1;5.46449237488812
21;2018;2;3.59837995135784
21;2018;4;3.42021814528365
21;2018;6;2.42625361832718
21;2018;7;1.2608332
21;2019;1;5.46449237488812
21;2019;2;3.59837995135784
21;2019;4;3.42021814528365
21;2019;6;2.42625361832718
21;2019;7;1.2608332
21;2020;1;5.46449237488812
21;2020;2;3.59837995135784
21;2020;4;3.42021814528365
21;2020;6;2.42625361832718
21;2020;7;1.2608332
21;2021;1;5.46449237488812
21;2021;2;3.59837995135784
21;2021;4;3.42021814528365
21;2021;6;2.42625361832718
21;2021;7;1.2608332
