maakunta;peat_type;tree_type;year;basal_area
9;4;spruce;2017;1.73934954138283
9;4;spruce;2018;1.73934954138283
9;4;spruce;2019;1.73934954138283
9;4;spruce;2020;1.73934954138283
9;4;spruce;2021;1.73934954138283
9;4;deciduous;2015;2.58907104156435
9;4;deciduous;2016;2.58907104156435
9;4;deciduous;2017;2.58907104156435
9;4;deciduous;2018;2.58907104156435
9;4;deciduous;2019;2.58907104156435
9;4;deciduous;2020;2.58907104156435
9;4;deciduous;2021;2.58907104156435
9;6;pine;2015;12.555051233
9;6;pine;2016;12.555051233
9;6;pine;2017;12.555051233
9;6;pine;2018;12.555051233
9;6;pine;2019;12.555051233
9;6;pine;2020;12.555051233
9;6;pine;2021;12.555051233
9;6;spruce;2015;0.2088687222
9;6;spruce;2016;0.2088687222
9;6;spruce;2017;0.2088687222
9;6;spruce;2018;0.2088687222
9;6;spruce;2019;0.2088687222
9;6;spruce;2020;0.2088687222
9;6;spruce;2021;0.2088687222
9;6;deciduous;2015;0.6184561117
9;6;deciduous;2016;0.6184561117
9;6;deciduous;2017;0.6184561117
9;6;deciduous;2018;0.6184561117
9;6;deciduous;2019;0.6184561117
9;6;deciduous;2020;0.6184561117
9;6;deciduous;2021;0.6184561117
9;7;pine;2015;0
9;7;pine;2016;0
9;7;pine;2017;0
9;7;pine;2018;0
9;7;pine;2019;0
9;7;pine;2020;0
9;7;pine;2021;0
9;7;spruce;2015;0
9;7;spruce;2016;0
9;7;spruce;2017;0
9;7;spruce;2018;0
9;7;spruce;2019;0
9;7;spruce;2020;0
9;7;spruce;2021;0
9;7;deciduous;2015;0
9;7;deciduous;2016;0
9;7;deciduous;2017;0
9;7;deciduous;2018;0
9;7;deciduous;2019;0
9;7;deciduous;2020;0
9;7;deciduous;2021;0
10;1;pine;2015;1.7282121972
10;1;pine;2016;1.7282121972
10;1;pine;2017;1.7282121972
10;1;pine;2018;1.7282121972
10;1;pine;2019;1.7282121972
10;1;pine;2020;1.7282121972
10;1;pine;2021;1.7282121972
10;1;spruce;2015;9.2437737859
10;1;spruce;2016;9.2437737859
10;1;spruce;2017;9.2437737859
10;1;spruce;2018;9.2437737859
10;1;spruce;2019;9.2437737859
10;1;spruce;2020;9.2437737859
10;1;spruce;2021;9.2437737859
10;1;deciduous;2015;7.2915796225
10;1;deciduous;2016;7.2915796225
10;1;deciduous;2017;7.2915796225
10;1;deciduous;2018;7.2915796225
10;1;deciduous;2019;7.2915796225
10;1;deciduous;2020;7.2915796225
10;1;deciduous;2021;7.2915796225
10;2;pine;2015;6.89548347414808
10;2;pine;2016;6.89548347414808
10;2;pine;2017;6.89548347414808
10;2;pine;2018;6.89548347414808
10;2;pine;2019;6.89548347414808
10;2;pine;2020;6.89548347414808
10;2;pine;2021;6.89548347414808
10;2;spruce;2015;7.91023832485529
10;2;spruce;2016;7.91023832485529
10;2;spruce;2017;7.91023832485529
10;2;spruce;2018;7.91023832485529
10;2;spruce;2019;7.91023832485529
10;2;spruce;2020;7.91023832485529
10;2;spruce;2021;7.91023832485529
10;2;deciduous;2015;4.92967227435156
10;2;deciduous;2016;4.92967227435156
10;2;deciduous;2017;4.92967227435156
10;2;deciduous;2018;4.92967227435156
10;2;deciduous;2019;4.92967227435156
10;2;deciduous;2020;4.92967227435156
10;2;deciduous;2021;4.92967227435156
10;4;pine;2015;13.009772126276
10;4;pine;2016;13.009772126276
10;4;pine;2017;13.009772126276
10;4;pine;2018;13.009772126276
10;4;pine;2019;13.009772126276
10;4;pine;2020;13.009772126276
10;4;pine;2021;13.009772126276
10;4;spruce;2015;1.91389519079983
10;4;spruce;2016;1.91389519079983
10;4;spruce;2017;1.91389519079983
10;4;spruce;2018;1.91389519079983
10;4;spruce;2019;1.91389519079983
10;4;spruce;2020;1.91389519079983
10;4;spruce;2021;1.91389519079983
10;4;deciduous;2015;2.4023020104856
10;4;deciduous;2016;2.4023020104856
10;4;deciduous;2017;2.4023020104856
10;4;deciduous;2018;2.4023020104856
10;4;deciduous;2019;2.4023020104856
10;4;deciduous;2020;2.4023020104856
10;4;deciduous;2021;2.4023020104856
10;6;pine;2015;12.95840981
10;6;pine;2016;12.95840981
10;6;pine;2017;12.95840981
10;6;pine;2018;12.95840981
10;6;pine;2019;12.95840981
10;6;pine;2020;12.95840981
10;6;pine;2021;12.95840981
10;6;spruce;2015;0.3991278618
10;6;spruce;2016;0.3991278618
10;6;spruce;2017;0.3991278618
10;6;spruce;2018;0.3991278618
10;6;spruce;2019;0.3991278618
10;6;spruce;2020;0.3991278618
10;6;spruce;2021;0.3991278618
10;6;deciduous;2015;0.92366255
10;6;deciduous;2016;0.92366255
10;6;deciduous;2017;0.92366255
10;6;deciduous;2018;0.92366255
10;6;deciduous;2019;0.92366255
10;6;deciduous;2020;0.92366255
10;6;deciduous;2021;0.92366255
10;7;pine;2015;0
10;7;pine;2016;0
10;7;pine;2017;0
10;7;pine;2018;0
10;7;pine;2019;0
10;7;pine;2020;0
10;7;pine;2021;0
10;7;spruce;2015;0
10;7;spruce;2016;0
10;7;spruce;2017;0
10;7;spruce;2018;0
10;7;spruce;2019;0
10;7;spruce;2020;0
10;7;spruce;2021;0
10;7;deciduous;2015;0
10;7;deciduous;2016;0
10;7;deciduous;2017;0
10;7;deciduous;2018;0
10;7;deciduous;2019;0
10;7;deciduous;2020;0
10;7;deciduous;2021;0
11;1;pine;2015;2.4308076144
11;1;pine;2016;2.4308076144
11;1;pine;2017;2.4308076144
11;1;pine;2018;2.4308076144
11;1;pine;2019;2.4308076144
11;1;pine;2020;2.4308076144
11;1;pine;2021;2.4308076144
11;1;spruce;2015;10.189941914
11;1;spruce;2016;10.189941914
11;1;spruce;2017;10.189941914
11;1;spruce;2018;10.189941914
11;1;spruce;2019;10.189941914
11;1;spruce;2020;10.189941914
11;1;spruce;2021;10.189941914
11;1;deciduous;2015;6.8651471803
11;1;deciduous;2016;6.8651471803
11;1;deciduous;2017;6.8651471803
11;1;deciduous;2018;6.8651471803
11;1;deciduous;2019;6.8651471803
11;1;deciduous;2020;6.8651471803
11;1;deciduous;2021;6.8651471803
11;2;pine;2015;5.3705848757341
11;2;pine;2016;5.3705848757341
11;2;pine;2017;5.3705848757341
11;2;pine;2018;5.3705848757341
11;2;pine;2019;5.3705848757341
11;2;pine;2020;5.3705848757341
11;2;pine;2021;5.3705848757341
11;2;spruce;2015;7.71223112681897
11;2;spruce;2016;7.71223112681897
11;2;spruce;2017;7.71223112681897
11;2;spruce;2018;7.71223112681897
11;2;spruce;2019;7.71223112681897
11;2;spruce;2020;7.71223112681897
11;2;spruce;2021;7.71223112681897
11;2;deciduous;2015;5.02070769478209
11;2;deciduous;2016;5.02070769478209
11;2;deciduous;2017;5.02070769478209
11;2;deciduous;2018;5.02070769478209
11;2;deciduous;2019;5.02070769478209
11;2;deciduous;2020;5.02070769478209
11;2;deciduous;2021;5.02070769478209
11;4;pine;2015;11.8149577681506
11;4;pine;2016;11.8149577681506
11;4;pine;2017;11.8149577681506
11;4;pine;2018;11.8149577681506
11;4;pine;2019;11.8149577681506
11;4;pine;2020;11.8149577681506
11;4;pine;2021;11.8149577681506
11;4;spruce;2015;2.29876257948229
11;4;spruce;2016;2.29876257948229
11;4;spruce;2017;2.29876257948229
11;4;spruce;2018;2.29876257948229
11;4;spruce;2019;2.29876257948229
11;4;spruce;2020;2.29876257948229
11;4;spruce;2021;2.29876257948229
11;4;deciduous;2015;3.01499256901495
11;4;deciduous;2016;3.01499256901495
11;4;deciduous;2017;3.01499256901495
11;4;deciduous;2018;3.01499256901495
11;4;deciduous;2019;3.01499256901495
11;4;deciduous;2020;3.01499256901495
11;4;deciduous;2021;3.01499256901495
11;6;pine;2015;12.47382048
11;6;pine;2016;12.47382048
11;6;pine;2017;12.47382048
11;6;pine;2018;12.47382048
11;6;pine;2019;12.47382048
11;6;pine;2020;12.47382048
11;6;pine;2021;12.47382048
11;6;spruce;2015;0.4201674136
11;6;spruce;2016;0.4201674136
11;6;spruce;2017;0.4201674136
11;6;spruce;2018;0.4201674136
11;6;spruce;2019;0.4201674136
11;6;spruce;2020;0.4201674136
11;6;spruce;2021;0.4201674136
11;6;deciduous;2015;0.9997739026
11;6;deciduous;2016;0.9997739026
11;6;deciduous;2017;0.9997739026
11;6;deciduous;2018;0.9997739026
11;6;deciduous;2019;0.9997739026
11;6;deciduous;2020;0.9997739026
11;6;deciduous;2021;0.9997739026
11;7;pine;2015;6.1129768735
11;7;pine;2016;6.1129768735
11;7;pine;2017;6.1129768735
11;7;pine;2018;6.1129768735
11;7;pine;2019;6.1129768735
11;7;pine;2020;6.1129768735
11;7;pine;2021;6.1129768735
11;7;spruce;2015;0
11;7;spruce;2016;0
11;7;spruce;2017;0
11;7;spruce;2018;0
11;7;spruce;2019;0
11;7;spruce;2020;0
11;7;spruce;2021;0
11;7;deciduous;2015;0.6528771189
11;7;deciduous;2016;0.6528771189
11;7;deciduous;2017;0.6528771189
11;7;deciduous;2018;0.6528771189
11;7;deciduous;2019;0.6528771189
11;7;deciduous;2020;0.6528771189
11;7;deciduous;2021;0.6528771189
12;1;pine;2015;3.1453464086
12;1;pine;2016;3.1453464086
12;1;pine;2017;3.1453464086
12;1;pine;2018;3.1453464086
12;1;pine;2019;3.1453464086
12;1;pine;2020;3.1453464086
12;1;pine;2021;3.1453464086
12;1;spruce;2015;5.8188618868
12;1;spruce;2016;5.8188618868
12;1;spruce;2017;5.8188618868
12;1;spruce;2018;5.8188618868
12;1;spruce;2019;5.8188618868
12;1;spruce;2020;5.8188618868
12;1;spruce;2021;5.8188618868
12;1;deciduous;2015;7.5587546626
12;1;deciduous;2016;7.5587546626
12;1;deciduous;2017;7.5587546626
12;1;deciduous;2018;7.5587546626
12;1;deciduous;2019;7.5587546626
12;1;deciduous;2020;7.5587546626
12;1;deciduous;2021;7.5587546626
12;2;pine;2015;7.88064618276135
12;2;pine;2016;7.88064618276135
12;2;pine;2017;7.88064618276135
12;2;pine;2018;7.88064618276135
12;2;pine;2019;7.88064618276135
12;2;pine;2020;7.88064618276135
12;2;pine;2021;7.88064618276135
12;2;spruce;2015;7.19897956791941
12;2;spruce;2016;7.19897956791941
12;2;spruce;2017;7.19897956791941
12;2;spruce;2018;7.19897956791941
12;2;spruce;2019;7.19897956791941
12;2;spruce;2020;7.19897956791941
12;2;spruce;2021;7.19897956791941
12;2;deciduous;2015;5.36373684687923
12;2;deciduous;2016;5.36373684687923
12;2;deciduous;2017;5.36373684687923
12;2;deciduous;2018;5.36373684687923
12;2;deciduous;2019;5.36373684687923
12;2;deciduous;2020;5.36373684687923
12;2;deciduous;2021;5.36373684687923
12;4;pine;2015;12.2639419448639
12;4;pine;2016;12.2639419448639
12;4;pine;2017;12.2639419448639
12;4;pine;2018;12.2639419448639
12;4;pine;2019;12.2639419448639
12;4;pine;2020;12.2639419448639
12;4;pine;2021;12.2639419448639
12;4;spruce;2015;1.84441855879244
12;4;spruce;2016;1.84441855879244
12;4;spruce;2017;1.84441855879244
12;4;spruce;2018;1.84441855879244
12;4;spruce;2019;1.84441855879244
12;4;spruce;2020;1.84441855879244
12;4;spruce;2021;1.84441855879244
12;4;deciduous;2015;2.96635808419719
12;4;deciduous;2016;2.96635808419719
12;4;deciduous;2017;2.96635808419719
12;4;deciduous;2018;2.96635808419719
12;4;deciduous;2019;2.96635808419719
12;4;deciduous;2020;2.96635808419719
12;4;deciduous;2021;2.96635808419719
12;6;pine;2015;11.482630338
12;6;pine;2016;11.482630338
12;6;pine;2017;11.482630338
12;6;pine;2018;11.482630338
12;6;pine;2019;11.482630338
12;6;pine;2020;11.482630338
12;6;pine;2021;11.482630338
12;6;spruce;2015;0.2722362388
12;6;spruce;2016;0.2722362388
12;6;spruce;2017;0.2722362388
12;6;spruce;2018;0.2722362388
12;6;spruce;2019;0.2722362388
12;6;spruce;2020;0.2722362388
12;6;spruce;2021;0.2722362388
12;6;deciduous;2015;0.595036895
12;6;deciduous;2016;0.595036895
12;6;deciduous;2017;0.595036895
12;6;deciduous;2018;0.595036895
12;6;deciduous;2019;0.595036895
12;6;deciduous;2020;0.595036895
12;6;deciduous;2021;0.595036895
12;7;pine;2015;5.6918006564
12;7;pine;2016;5.6918006564
12;7;pine;2017;5.6918006564
12;7;pine;2018;5.6918006564
12;7;pine;2019;5.6918006564
12;7;pine;2020;5.6918006564
12;7;pine;2021;5.6918006564
12;7;spruce;2015;0
12;7;spruce;2016;0
12;7;spruce;2017;0
12;7;spruce;2018;0
12;7;spruce;2019;0
12;7;spruce;2020;0
12;7;spruce;2021;0
12;7;deciduous;2015;0.0258682015
12;7;deciduous;2016;0.0258682015
12;7;deciduous;2017;0.0258682015
12;7;deciduous;2018;0.0258682015
12;7;deciduous;2019;0.0258682015
12;7;deciduous;2020;0.0258682015
12;7;deciduous;2021;0.0258682015
13;1;pine;2015;1.9339895062
13;1;pine;2016;1.9339895062
13;1;pine;2017;1.9339895062
13;1;pine;2018;1.9339895062
13;1;pine;2019;1.9339895062
13;1;pine;2020;1.9339895062
13;1;pine;2021;1.9339895062
13;1;spruce;2015;11.2050551
13;1;spruce;2016;11.2050551
13;1;spruce;2017;11.2050551
13;1;spruce;2018;11.2050551
13;1;spruce;2019;11.2050551
13;1;spruce;2020;11.2050551
13;1;spruce;2021;11.2050551
13;1;deciduous;2015;9.1419698181
13;1;deciduous;2016;9.1419698181
13;1;deciduous;2017;9.1419698181
13;1;deciduous;2018;9.1419698181
13;1;deciduous;2019;9.1419698181
13;1;deciduous;2020;9.1419698181
13;1;deciduous;2021;9.1419698181
13;2;pine;2015;6.22550805057667
13;2;pine;2016;6.22550805057667
13;2;pine;2017;6.22550805057667
13;2;pine;2018;6.22550805057667
13;2;pine;2019;6.22550805057667
13;2;pine;2020;6.22550805057667
13;2;pine;2021;6.22550805057667
13;2;spruce;2015;8.00172471696253
13;2;spruce;2016;8.00172471696253
13;2;spruce;2017;8.00172471696253
13;2;spruce;2018;8.00172471696253
13;2;spruce;2019;8.00172471696253
13;2;spruce;2020;8.00172471696253
13;2;spruce;2021;8.00172471696253
13;2;deciduous;2015;5.853208037708
13;2;deciduous;2016;5.853208037708
13;2;deciduous;2017;5.853208037708
13;2;deciduous;2018;5.853208037708
13;2;deciduous;2019;5.853208037708
13;2;deciduous;2020;5.853208037708
13;2;deciduous;2021;5.853208037708
13;4;pine;2015;13.147486077182
13;4;pine;2016;13.147486077182
13;4;pine;2017;13.147486077182
13;4;pine;2018;13.147486077182
13;4;pine;2019;13.147486077182
13;4;pine;2020;13.147486077182
13;4;pine;2021;13.147486077182
13;4;spruce;2015;1.70611062150941
13;4;spruce;2016;1.70611062150941
13;4;spruce;2017;1.70611062150941
13;4;spruce;2018;1.70611062150941
13;4;spruce;2019;1.70611062150941
13;4;spruce;2020;1.70611062150941
13;4;spruce;2021;1.70611062150941
13;4;deciduous;2015;3.45569734096321
13;4;deciduous;2016;3.45569734096321
13;4;deciduous;2017;3.45569734096321
13;4;deciduous;2018;3.45569734096321
13;4;deciduous;2019;3.45569734096321
13;4;deciduous;2020;3.45569734096321
13;4;deciduous;2021;3.45569734096321
13;6;pine;2015;11.830628708
13;6;pine;2016;11.830628708
13;6;pine;2017;11.830628708
13;6;pine;2018;11.830628708
13;6;pine;2019;11.830628708
13;6;pine;2020;11.830628708
13;6;pine;2021;11.830628708
13;6;spruce;2015;0.1805376134
13;6;spruce;2016;0.1805376134
13;6;spruce;2017;0.1805376134
13;6;spruce;2018;0.1805376134
13;6;spruce;2019;0.1805376134
13;6;spruce;2020;0.1805376134
13;6;spruce;2021;0.1805376134
13;6;deciduous;2015;0.8580098486
13;6;deciduous;2016;0.8580098486
13;6;deciduous;2017;0.8580098486
13;6;deciduous;2018;0.8580098486
13;6;deciduous;2019;0.8580098486
13;6;deciduous;2020;0.8580098486
13;6;deciduous;2021;0.8580098486
13;7;pine;2015;6.0857637163
13;7;pine;2016;6.0857637163
13;7;pine;2017;6.0857637163
13;7;pine;2018;6.0857637163
13;7;pine;2019;6.0857637163
13;7;pine;2020;6.0857637163
13;7;pine;2021;6.0857637163
13;7;spruce;2015;0.3377401791
13;7;spruce;2016;0.3377401791
13;7;spruce;2017;0.3377401791
13;7;spruce;2018;0.3377401791
13;7;spruce;2019;0.3377401791
13;7;spruce;2020;0.3377401791
13;7;spruce;2021;0.3377401791
13;7;deciduous;2015;1.0287354453
13;7;deciduous;2016;1.0287354453
13;7;deciduous;2017;1.0287354453
13;7;deciduous;2018;1.0287354453
13;7;deciduous;2019;1.0287354453
13;7;deciduous;2020;1.0287354453
13;7;deciduous;2021;1.0287354453
14;1;pine;2015;3.4360655093
14;1;pine;2016;3.4360655093
14;1;pine;2017;3.4360655093
14;1;pine;2018;3.4360655093
14;1;pine;2019;3.4360655093
14;1;pine;2020;3.4360655093
14;1;pine;2021;3.4360655093
14;1;spruce;2015;7.4050365759
14;1;spruce;2016;7.4050365759
14;1;spruce;2017;7.4050365759
14;1;spruce;2018;7.4050365759
14;1;spruce;2019;7.4050365759
14;1;spruce;2020;7.4050365759
14;1;spruce;2021;7.4050365759
14;1;deciduous;2015;8.9113114425
14;1;deciduous;2016;8.9113114425
14;1;deciduous;2017;8.9113114425
14;1;deciduous;2018;8.9113114425
14;1;deciduous;2019;8.9113114425
14;1;deciduous;2020;8.9113114425
14;1;deciduous;2021;8.9113114425
14;2;pine;2015;6.36253865944966
14;2;pine;2016;6.36253865944966
14;2;pine;2017;6.36253865944966
14;2;pine;2018;6.36253865944966
14;2;pine;2019;6.36253865944966
14;2;pine;2020;6.36253865944966
14;2;pine;2021;6.36253865944966
14;2;spruce;2015;7.96452968961533
14;2;spruce;2016;7.96452968961533
14;2;spruce;2017;7.96452968961533
14;2;spruce;2018;7.96452968961533
14;2;spruce;2019;7.96452968961533
14;2;spruce;2020;7.96452968961533
14;2;spruce;2021;7.96452968961533
14;2;deciduous;2015;6.06551324901976
14;2;deciduous;2016;6.06551324901976
14;2;deciduous;2017;6.06551324901976
14;2;deciduous;2018;6.06551324901976
14;2;deciduous;2019;6.06551324901976
14;2;deciduous;2020;6.06551324901976
14;2;deciduous;2021;6.06551324901976
14;4;pine;2015;12.6408135162443
14;4;pine;2016;12.6408135162443
14;4;pine;2017;12.6408135162443
14;4;pine;2018;12.6408135162443
14;4;pine;2019;12.6408135162443
14;4;pine;2020;12.6408135162443
14;4;pine;2021;12.6408135162443
14;4;spruce;2015;1.53013734707649
14;4;spruce;2016;1.53013734707649
14;4;spruce;2017;1.53013734707649
14;4;spruce;2018;1.53013734707649
14;4;spruce;2019;1.53013734707649
14;4;spruce;2020;1.53013734707649
14;4;spruce;2021;1.53013734707649
14;4;deciduous;2015;3.16172423988594
14;4;deciduous;2016;3.16172423988594
14;4;deciduous;2017;3.16172423988594
14;4;deciduous;2018;3.16172423988594
14;4;deciduous;2019;3.16172423988594
14;4;deciduous;2020;3.16172423988594
14;4;deciduous;2021;3.16172423988594
14;6;pine;2015;12.371837211
14;6;pine;2016;12.371837211
14;6;pine;2017;12.371837211
14;6;pine;2018;12.371837211
14;6;pine;2019;12.371837211
14;6;pine;2020;12.371837211
14;6;pine;2021;12.371837211
14;6;spruce;2015;0.1299850794
14;6;spruce;2016;0.1299850794
14;6;spruce;2017;0.1299850794
14;6;spruce;2018;0.1299850794
14;6;spruce;2019;0.1299850794
14;6;spruce;2020;0.1299850794
14;6;spruce;2021;0.1299850794
14;6;deciduous;2015;0.9455468332
14;6;deciduous;2016;0.9455468332
14;6;deciduous;2017;0.9455468332
14;6;deciduous;2018;0.9455468332
14;6;deciduous;2019;0.9455468332
14;6;deciduous;2020;0.9455468332
14;6;deciduous;2021;0.9455468332
14;7;pine;2015;8.361583088
14;7;pine;2016;8.361583088
14;7;pine;2017;8.361583088
14;7;pine;2018;8.361583088
14;7;pine;2019;8.361583088
14;7;pine;2020;8.361583088
14;7;pine;2021;8.361583088
14;7;spruce;2015;0
14;7;spruce;2016;0
14;7;spruce;2017;0
14;7;spruce;2018;0
14;7;spruce;2019;0
14;7;spruce;2020;0
14;7;spruce;2021;0
14;7;deciduous;2015;0.1446160458
14;7;deciduous;2016;0.1446160458
14;7;deciduous;2017;0.1446160458
14;7;deciduous;2018;0.1446160458
14;7;deciduous;2019;0.1446160458
14;7;deciduous;2020;0.1446160458
14;7;deciduous;2021;0.1446160458
15;1;pine;2015;2.9158150077
15;1;pine;2016;2.9158150077
15;1;pine;2017;2.9158150077
15;1;pine;2018;2.9158150077
15;1;pine;2019;2.9158150077
15;1;pine;2020;2.9158150077
15;1;pine;2021;2.9158150077
15;1;spruce;2015;12.853372073
15;1;spruce;2016;12.853372073
15;1;spruce;2017;12.853372073
15;1;spruce;2018;12.853372073
15;1;spruce;2019;12.853372073
15;1;spruce;2020;12.853372073
15;1;spruce;2021;12.853372073
15;1;deciduous;2015;7.8989573295
15;1;deciduous;2016;7.8989573295
15;1;deciduous;2017;7.8989573295
15;1;deciduous;2018;7.8989573295
15;1;deciduous;2019;7.8989573295
15;1;deciduous;2020;7.8989573295
15;1;deciduous;2021;7.8989573295
15;2;pine;2015;4.78775696788951
15;2;pine;2016;4.78775696788951
15;2;pine;2017;4.78775696788951
15;2;pine;2018;4.78775696788951
15;2;pine;2019;4.78775696788951
15;2;pine;2020;4.78775696788951
15;2;pine;2021;4.78775696788951
15;2;spruce;2015;10.2147506605471
15;2;spruce;2016;10.2147506605471
15;2;spruce;2017;10.2147506605471
15;2;spruce;2018;10.2147506605471
15;2;spruce;2019;10.2147506605471
15;2;spruce;2020;10.2147506605471
15;2;spruce;2021;10.2147506605471
15;2;deciduous;2015;6.32301133253491
15;2;deciduous;2016;6.32301133253491
15;2;deciduous;2017;6.32301133253491
15;2;deciduous;2018;6.32301133253491
15;2;deciduous;2019;6.32301133253491
15;2;deciduous;2020;6.32301133253491
15;2;deciduous;2021;6.32301133253491
15;4;pine;2015;12.8847823989334
15;4;pine;2016;12.8847823989334
15;4;pine;2017;12.8847823989334
15;4;pine;2018;12.8847823989334
15;4;pine;2019;12.8847823989334
15;4;pine;2020;12.8847823989334
15;4;pine;2021;12.8847823989334
15;4;spruce;2015;2.02582672177827
15;4;spruce;2016;2.02582672177827
15;4;spruce;2017;2.02582672177827
15;4;spruce;2018;2.02582672177827
15;4;spruce;2019;2.02582672177827
15;4;spruce;2020;2.02582672177827
15;4;spruce;2021;2.02582672177827
15;4;deciduous;2015;4.37624370557998
15;4;deciduous;2016;4.37624370557998
15;4;deciduous;2017;4.37624370557998
15;4;deciduous;2018;4.37624370557998
15;4;deciduous;2019;4.37624370557998
15;4;deciduous;2020;4.37624370557998
15;4;deciduous;2021;4.37624370557998
15;6;pine;2015;13.062790386
15;6;pine;2016;13.062790386
15;6;pine;2017;13.062790386
15;6;pine;2018;13.062790386
15;6;pine;2019;13.062790386
15;6;pine;2020;13.062790386
15;6;pine;2021;13.062790386
15;6;spruce;2015;0.0299145068
15;6;spruce;2016;0.0299145068
15;6;spruce;2017;0.0299145068
15;6;spruce;2018;0.0299145068
15;6;spruce;2019;0.0299145068
15;6;spruce;2020;0.0299145068
15;6;spruce;2021;0.0299145068
15;6;deciduous;2015;0.8331379124
15;6;deciduous;2016;0.8331379124
15;6;deciduous;2017;0.8331379124
15;6;deciduous;2018;0.8331379124
15;6;deciduous;2019;0.8331379124
15;6;deciduous;2020;0.8331379124
15;6;deciduous;2021;0.8331379124
15;7;pine;2015;5.2831761132
15;7;pine;2016;5.2831761132
15;7;pine;2017;5.2831761132
15;7;pine;2018;5.2831761132
15;7;pine;2019;5.2831761132
15;7;pine;2020;5.2831761132
15;7;pine;2021;5.2831761132
15;7;spruce;2015;0
15;7;spruce;2016;0
15;7;spruce;2017;0
15;7;spruce;2018;0
15;7;spruce;2019;0
15;7;spruce;2020;0
15;7;spruce;2021;0
15;7;deciduous;2015;0
15;7;deciduous;2016;0
15;7;deciduous;2017;0
15;7;deciduous;2018;0
15;7;deciduous;2019;0
15;7;deciduous;2020;0
15;7;deciduous;2021;0
16;1;pine;2015;3.8336573765
16;1;pine;2016;3.8336573765
16;1;pine;2017;3.8336573765
16;1;pine;2018;3.8336573765
16;1;pine;2019;3.8336573765
16;1;pine;2020;3.8336573765
16;1;pine;2021;3.8336573765
16;1;spruce;2015;7.9329751526
16;1;spruce;2016;7.9329751526
16;1;spruce;2017;7.9329751526
16;1;spruce;2018;7.9329751526
16;1;spruce;2019;7.9329751526
16;1;spruce;2020;7.9329751526
16;1;spruce;2021;7.9329751526
16;1;deciduous;2015;12.649771322
16;1;deciduous;2016;12.649771322
16;1;deciduous;2017;12.649771322
16;1;deciduous;2018;12.649771322
16;1;deciduous;2019;12.649771322
16;1;deciduous;2020;12.649771322
16;1;deciduous;2021;12.649771322
16;2;pine;2015;8.44284312307625
16;2;pine;2016;8.44284312307625
16;2;pine;2017;8.44284312307625
16;2;pine;2018;8.44284312307625
16;2;pine;2019;8.44284312307625
16;2;pine;2020;8.44284312307625
16;2;pine;2021;8.44284312307625
16;2;spruce;2015;5.23151947749347
16;2;spruce;2016;5.23151947749347
16;2;spruce;2017;5.23151947749347
16;2;spruce;2018;5.23151947749347
16;2;spruce;2019;5.23151947749347
16;2;spruce;2020;5.23151947749347
16;2;spruce;2021;5.23151947749347
16;2;deciduous;2015;6.47296494474474
16;2;deciduous;2016;6.47296494474474
16;2;deciduous;2017;6.47296494474474
16;2;deciduous;2018;6.47296494474474
16;2;deciduous;2019;6.47296494474474
16;2;deciduous;2020;6.47296494474474
16;2;deciduous;2021;6.47296494474474
16;4;pine;2015;12.1619157703582
16;4;pine;2016;12.1619157703582
16;4;pine;2017;12.1619157703582
16;4;pine;2018;12.1619157703582
16;4;pine;2019;12.1619157703582
16;4;pine;2020;12.1619157703582
16;4;pine;2021;12.1619157703582
16;4;spruce;2015;1.45239804866933
16;4;spruce;2016;1.45239804866933
16;4;spruce;2017;1.45239804866933
16;4;spruce;2018;1.45239804866933
16;4;spruce;2019;1.45239804866933
16;4;spruce;2020;1.45239804866933
16;4;spruce;2021;1.45239804866933
16;4;deciduous;2015;3.92332430287767
16;4;deciduous;2016;3.92332430287767
16;4;deciduous;2017;3.92332430287767
16;4;deciduous;2018;3.92332430287767
16;4;deciduous;2019;3.92332430287767
16;4;deciduous;2020;3.92332430287767
16;4;deciduous;2021;3.92332430287767
16;6;pine;2015;9.5327891519
16;6;pine;2016;9.5327891519
16;6;pine;2017;9.5327891519
16;6;pine;2018;9.5327891519
16;6;pine;2019;9.5327891519
16;6;pine;2020;9.5327891519
16;6;pine;2021;9.5327891519
16;6;spruce;2015;0.0598999886
16;6;spruce;2016;0.0598999886
16;6;spruce;2017;0.0598999886
16;6;spruce;2018;0.0598999886
16;6;spruce;2019;0.0598999886
16;6;spruce;2020;0.0598999886
16;6;spruce;2021;0.0598999886
16;6;deciduous;2015;0.9979537544
16;6;deciduous;2016;0.9979537544
16;6;deciduous;2017;0.9979537544
16;6;deciduous;2018;0.9979537544
16;6;deciduous;2019;0.9979537544
16;6;deciduous;2020;0.9979537544
16;6;deciduous;2021;0.9979537544
16;7;pine;2015;3.8263909253
16;7;pine;2016;3.8263909253
16;7;pine;2017;3.8263909253
16;7;pine;2018;3.8263909253
16;7;pine;2019;3.8263909253
16;7;pine;2020;3.8263909253
16;7;pine;2021;3.8263909253
16;7;spruce;2015;0
16;7;spruce;2016;0
16;7;spruce;2017;0
16;7;spruce;2018;0
16;7;spruce;2019;0
16;7;spruce;2020;0
16;7;spruce;2021;0
16;7;deciduous;2015;0
16;7;deciduous;2016;0
16;7;deciduous;2017;0
16;7;deciduous;2018;0
16;7;deciduous;2019;0
16;7;deciduous;2020;0
16;7;deciduous;2021;0
17;1;pine;2015;4.1101658237
17;1;pine;2016;4.1101658237
