maakunta;year;peat_type;litter_type;ground;living_tree_litter;litter_source
6;2021;2;fine_woody_litter;above;0.213941845969619;living
6;2021;2;fine_woody_litter;below;0.145274796007579;living
6;2021;2;non-woody_litter;above;0.719991176787631;living
6;2021;4;fine_woody_litter;above;0.193696912376768;living
6;2021;4;fine_woody_litter;below;0.114724762707301;living
6;2021;4;non-woody_litter;above;0.718562279355002;living
6;2021;6;fine_woody_litter;above;0.14290343195337;living
6;2021;6;fine_woody_litter;below;0.080303283667395;living
6;2021;6;non-woody_litter;above;0.4237370901105;living
6;2021;7;fine_woody_litter;above;0.04040203650979;living
6;2021;7;fine_woody_litter;below;0.017930391847905;living
6;2021;7;non-woody_litter;above;0.2676155220755;living
7;2015;1;fine_woody_litter;above;0.188425064228245;living
7;2015;1;fine_woody_litter;below;0.1360004167426;living
7;2015;1;non-woody_litter;above;0.9709877020595;living
7;2015;2;fine_woody_litter;above;0.187132775621509;living
7;2015;2;fine_woody_litter;below;0.139515269700186;living
7;2015;2;non-woody_litter;above;0.802563749126536;living
7;2015;4;fine_woody_litter;above;0.222173350909491;living
7;2015;4;fine_woody_litter;below;0.127851341119634;living
7;2015;4;non-woody_litter;above;0.812798597288561;living
7;2015;6;fine_woody_litter;above;0.175903950726435;living
7;2015;6;fine_woody_litter;below;0.087848825885335;living
7;2015;6;non-woody_litter;above;0.4770591339915;living
7;2015;7;fine_woody_litter;above;0;living
7;2015;7;fine_woody_litter;below;0;living
7;2015;7;non-woody_litter;above;0;living
7;2016;1;fine_woody_litter;above;0.188425064228245;living
7;2016;1;fine_woody_litter;below;0.1360004167426;living
7;2016;1;non-woody_litter;above;0.9709877020595;living
7;2016;2;fine_woody_litter;above;0.187132775621509;living
7;2016;2;fine_woody_litter;below;0.139515269700186;living
7;2016;2;non-woody_litter;above;0.802563749126536;living
7;2016;4;fine_woody_litter;above;0.222173350909491;living
7;2016;4;fine_woody_litter;below;0.127851341119634;living
7;2016;4;non-woody_litter;above;0.812798597288561;living
7;2016;6;fine_woody_litter;above;0.175903950726435;living
7;2016;6;fine_woody_litter;below;0.087848825885335;living
7;2016;6;non-woody_litter;above;0.4770591339915;living
7;2016;7;fine_woody_litter;above;0;living
7;2016;7;fine_woody_litter;below;0;living
7;2016;7;non-woody_litter;above;0;living
7;2017;1;fine_woody_litter;above;0.188425064228245;living
7;2017;1;fine_woody_litter;below;0.1360004167426;living
7;2017;1;non-woody_litter;above;0.9709877020595;living
7;2017;2;fine_woody_litter;above;0.187132775621509;living
7;2017;2;fine_woody_litter;below;0.139515269700186;living
7;2017;2;non-woody_litter;above;0.802563749126536;living
7;2017;4;fine_woody_litter;above;0.222173350909491;living
7;2017;4;fine_woody_litter;below;0.127851341119634;living
7;2017;4;non-woody_litter;above;0.812798597288561;living
7;2017;6;fine_woody_litter;above;0.175903950726435;living
7;2017;6;fine_woody_litter;below;0.087848825885335;living
7;2017;6;non-woody_litter;above;0.4770591339915;living
7;2017;7;fine_woody_litter;above;0;living
7;2017;7;fine_woody_litter;below;0;living
7;2017;7;non-woody_litter;above;0;living
7;2018;1;fine_woody_litter;above;0.188425064228245;living
7;2018;1;fine_woody_litter;below;0.1360004167426;living
7;2018;1;non-woody_litter;above;0.9709877020595;living
7;2018;2;fine_woody_litter;above;0.187132775621509;living
7;2018;2;fine_woody_litter;below;0.139515269700186;living
7;2018;2;non-woody_litter;above;0.802563749126536;living
7;2018;4;fine_woody_litter;above;0.222173350909491;living
7;2018;4;fine_woody_litter;below;0.127851341119634;living
7;2018;4;non-woody_litter;above;0.812798597288561;living
7;2018;6;fine_woody_litter;above;0.175903950726435;living
7;2018;6;fine_woody_litter;below;0.087848825885335;living
7;2018;6;non-woody_litter;above;0.4770591339915;living
7;2018;7;fine_woody_litter;above;0;living
7;2018;7;fine_woody_litter;below;0;living
7;2018;7;non-woody_litter;above;0;living
7;2019;1;fine_woody_litter;above;0.188425064228245;living
7;2019;1;fine_woody_litter;below;0.1360004167426;living
7;2019;1;non-woody_litter;above;0.9709877020595;living
7;2019;2;fine_woody_litter;above;0.187132775621509;living
7;2019;2;fine_woody_litter;below;0.139515269700186;living
7;2019;2;non-woody_litter;above;0.802563749126536;living
7;2019;4;fine_woody_litter;above;0.222173350909491;living
7;2019;4;fine_woody_litter;below;0.127851341119634;living
7;2019;4;non-woody_litter;above;0.812798597288561;living
7;2019;6;fine_woody_litter;above;0.175903950726435;living
7;2019;6;fine_woody_litter;below;0.087848825885335;living
7;2019;6;non-woody_litter;above;0.4770591339915;living
7;2019;7;fine_woody_litter;above;0;living
7;2019;7;fine_woody_litter;below;0;living
7;2019;7;non-woody_litter;above;0;living
7;2020;1;fine_woody_litter;above;0.188425064228245;living
7;2020;1;fine_woody_litter;below;0.1360004167426;living
7;2020;1;non-woody_litter;above;0.9709877020595;living
7;2020;2;fine_woody_litter;above;0.187132775621509;living
7;2020;2;fine_woody_litter;below;0.139515269700186;living
7;2020;2;non-woody_litter;above;0.802563749126536;living
7;2020;4;fine_woody_litter;above;0.222173350909491;living
7;2020;4;fine_woody_litter;below;0.127851341119634;living
7;2020;4;non-woody_litter;above;0.812798597288561;living
7;2020;6;fine_woody_litter;above;0.175903950726435;living
7;2020;6;fine_woody_litter;below;0.087848825885335;living
7;2020;6;non-woody_litter;above;0.4770591339915;living
7;2020;7;fine_woody_litter;above;0;living
7;2020;7;fine_woody_litter;below;0;living
7;2020;7;non-woody_litter;above;0;living
7;2021;1;fine_woody_litter;above;0.188425064228245;living
7;2021;1;fine_woody_litter;below;0.1360004167426;living
7;2021;1;non-woody_litter;above;0.9709877020595;living
7;2021;2;fine_woody_litter;above;0.187132775621509;living
7;2021;2;fine_woody_litter;below;0.139515269700186;living
7;2021;2;non-woody_litter;above;0.802563749126536;living
7;2021;4;fine_woody_litter;above;0.222173350909491;living
7;2021;4;fine_woody_litter;below;0.127851341119634;living
7;2021;4;non-woody_litter;above;0.812798597288561;living
7;2021;6;fine_woody_litter;above;0.175903950726435;living
7;2021;6;fine_woody_litter;below;0.087848825885335;living
7;2021;6;non-woody_litter;above;0.4770591339915;living
7;2021;7;fine_woody_litter;above;0;living
7;2021;7;fine_woody_litter;below;0;living
7;2021;7;non-woody_litter;above;0;living
8;2015;1;fine_woody_litter;above;0.22951904450879;living
8;2015;1;fine_woody_litter;below;0.16070910589175;living
8;2015;1;non-woody_litter;above;0.987558152945;living
8;2015;2;fine_woody_litter;above;0.195831295409643;living
8;2015;2;fine_woody_litter;below;0.137240166461218;living
8;2015;2;non-woody_litter;above;0.876329002188289;living
8;2015;4;fine_woody_litter;above;0.238041800314888;living
8;2015;4;fine_woody_litter;below;0.143059293741716;living
8;2015;4;non-woody_litter;above;0.760068842873311;living
8;2015;6;fine_woody_litter;above;0.165443038422455;living
8;2015;6;fine_woody_litter;below;0.08865470129165;living
8;2015;6;non-woody_litter;above;0.3870242541405;living
8;2015;7;fine_woody_litter;above;0;living
8;2015;7;fine_woody_litter;below;0;living
8;2015;7;non-woody_litter;above;0;living
8;2016;1;fine_woody_litter;above;0.22951904450879;living
8;2016;1;fine_woody_litter;below;0.16070910589175;living
8;2016;1;non-woody_litter;above;0.987558152945;living
8;2016;2;fine_woody_litter;above;0.195831295409643;living
8;2016;2;fine_woody_litter;below;0.137240166461218;living
8;2016;2;non-woody_litter;above;0.876329002188289;living
8;2016;4;fine_woody_litter;above;0.238041800314888;living
8;2016;4;fine_woody_litter;below;0.143059293741716;living
8;2016;4;non-woody_litter;above;0.760068842873311;living
8;2016;6;fine_woody_litter;above;0.165443038422455;living
8;2016;6;fine_woody_litter;below;0.08865470129165;living
8;2016;6;non-woody_litter;above;0.3870242541405;living
8;2016;7;fine_woody_litter;above;0;living
8;2016;7;fine_woody_litter;below;0;living
8;2016;7;non-woody_litter;above;0;living
8;2017;1;fine_woody_litter;above;0.22951904450879;living
8;2017;1;fine_woody_litter;below;0.16070910589175;living
8;2017;1;non-woody_litter;above;0.987558152945;living
8;2017;2;fine_woody_litter;above;0.195831295409643;living
8;2017;2;fine_woody_litter;below;0.137240166461218;living
8;2017;2;non-woody_litter;above;0.876329002188289;living
8;2017;4;fine_woody_litter;above;0.238041800314888;living
8;2017;4;fine_woody_litter;below;0.143059293741716;living
8;2017;4;non-woody_litter;above;0.760068842873311;living
8;2017;6;fine_woody_litter;above;0.165443038422455;living
8;2017;6;fine_woody_litter;below;0.08865470129165;living
8;2017;6;non-woody_litter;above;0.3870242541405;living
8;2017;7;fine_woody_litter;above;0;living
8;2017;7;fine_woody_litter;below;0;living
8;2017;7;non-woody_litter;above;0;living
8;2018;1;fine_woody_litter;above;0.22951904450879;living
8;2018;1;fine_woody_litter;below;0.16070910589175;living
8;2018;1;non-woody_litter;above;0.987558152945;living
8;2018;2;fine_woody_litter;above;0.195831295409643;living
8;2018;2;fine_woody_litter;below;0.137240166461218;living
8;2018;2;non-woody_litter;above;0.876329002188289;living
8;2018;4;fine_woody_litter;above;0.238041800314888;living
8;2018;4;fine_woody_litter;below;0.143059293741716;living
8;2018;4;non-woody_litter;above;0.760068842873311;living
8;2018;6;fine_woody_litter;above;0.165443038422455;living
8;2018;6;fine_woody_litter;below;0.08865470129165;living
8;2018;6;non-woody_litter;above;0.3870242541405;living
8;2018;7;fine_woody_litter;above;0;living
8;2018;7;fine_woody_litter;below;0;living
8;2018;7;non-woody_litter;above;0;living
8;2019;1;fine_woody_litter;above;0.22951904450879;living
8;2019;1;fine_woody_litter;below;0.16070910589175;living
8;2019;1;non-woody_litter;above;0.987558152945;living
8;2019;2;fine_woody_litter;above;0.195831295409643;living
8;2019;2;fine_woody_litter;below;0.137240166461218;living
8;2019;2;non-woody_litter;above;0.876329002188289;living
8;2019;4;fine_woody_litter;above;0.238041800314888;living
8;2019;4;fine_woody_litter;below;0.143059293741716;living
8;2019;4;non-woody_litter;above;0.760068842873311;living
8;2019;6;fine_woody_litter;above;0.165443038422455;living
8;2019;6;fine_woody_litter;below;0.08865470129165;living
8;2019;6;non-woody_litter;above;0.3870242541405;living
8;2019;7;fine_woody_litter;above;0;living
8;2019;7;fine_woody_litter;below;0;living
8;2019;7;non-woody_litter;above;0;living
8;2020;1;fine_woody_litter;above;0.22951904450879;living
8;2020;1;fine_woody_litter;below;0.16070910589175;living
8;2020;1;non-woody_litter;above;0.987558152945;living
8;2020;2;fine_woody_litter;above;0.195831295409643;living
8;2020;2;fine_woody_litter;below;0.137240166461218;living
8;2020;2;non-woody_litter;above;0.876329002188289;living
8;2020;4;fine_woody_litter;above;0.238041800314888;living
8;2020;4;fine_woody_litter;below;0.143059293741716;living
8;2020;4;non-woody_litter;above;0.760068842873311;living
8;2020;6;fine_woody_litter;above;0.165443038422455;living
8;2020;6;fine_woody_litter;below;0.08865470129165;living
8;2020;6;non-woody_litter;above;0.3870242541405;living
8;2020;7;fine_woody_litter;above;0;living
8;2020;7;fine_woody_litter;below;0;living
8;2020;7;non-woody_litter;above;0;living
8;2021;1;fine_woody_litter;above;0.22951904450879;living
8;2021;1;fine_woody_litter;below;0.16070910589175;living
8;2021;1;non-woody_litter;above;0.987558152945;living
8;2021;2;fine_woody_litter;above;0.195831295409643;living
8;2021;2;fine_woody_litter;below;0.137240166461218;living
8;2021;2;non-woody_litter;above;0.876329002188289;living
8;2021;4;fine_woody_litter;above;0.238041800314888;living
8;2021;4;fine_woody_litter;below;0.143059293741716;living
8;2021;4;non-woody_litter;above;0.760068842873311;living
8;2021;6;fine_woody_litter;above;0.165443038422455;living
8;2021;6;fine_woody_litter;below;0.08865470129165;living
8;2021;6;non-woody_litter;above;0.3870242541405;living
8;2021;7;fine_woody_litter;above;0;living
8;2021;7;fine_woody_litter;below;0;living
8;2021;7;non-woody_litter;above;0;living
9;2015;1;fine_woody_litter;above;0.223018071391495;living
9;2015;1;fine_woody_litter;below;0.168565261226435;living
9;2015;1;non-woody_litter;above;0.7527603613705;living
9;2015;2;fine_woody_litter;above;0.225607419458402;living
9;2015;2;fine_woody_litter;below;0.1540976706984;living
9;2015;2;non-woody_litter;above;0.724226572362904;living
9;2015;4;fine_woody_litter;above;0.217588804933489;living
9;2015;4;fine_woody_litter;below;0.123261111779964;living
9;2015;4;non-woody_litter;above;0.632352997813421;living
9;2015;6;fine_woody_litter;above;0.134338922983845;living
9;2015;6;fine_woody_litter;below;0.07084201581314;living
9;2015;6;non-woody_litter;above;0.3897588689915;living
9;2015;7;fine_woody_litter;above;0;living
9;2015;7;fine_woody_litter;below;0;living
9;2015;7;non-woody_litter;above;0;living
9;2016;1;fine_woody_litter;above;0.223018071391495;living
9;2016;1;fine_woody_litter;below;0.168565261226435;living
9;2016;1;non-woody_litter;above;0.7527603613705;living
9;2016;2;fine_woody_litter;above;0.225607419458402;living
9;2016;2;fine_woody_litter;below;0.1540976706984;living
9;2016;2;non-woody_litter;above;0.724226572362904;living
9;2016;4;fine_woody_litter;above;0.217588804933489;living
9;2016;4;fine_woody_litter;below;0.123261111779964;living
9;2016;4;non-woody_litter;above;0.632352997813421;living
9;2016;6;fine_woody_litter;above;0.134338922983845;living
9;2016;6;fine_woody_litter;below;0.07084201581314;living
9;2016;6;non-woody_litter;above;0.3897588689915;living
9;2016;7;fine_woody_litter;above;0;living
9;2016;7;fine_woody_litter;below;0;living
9;2016;7;non-woody_litter;above;0;living
9;2017;1;fine_woody_litter;above;0.223018071391495;living
9;2017;1;fine_woody_litter;below;0.168565261226435;living
9;2017;1;non-woody_litter;above;0.7527603613705;living
9;2017;2;fine_woody_litter;above;0.225607419458402;living
9;2017;2;fine_woody_litter;below;0.1540976706984;living
9;2017;2;non-woody_litter;above;0.724226572362904;living
9;2017;4;fine_woody_litter;above;0.217588804933489;living
9;2017;4;fine_woody_litter;below;0.123261111779964;living
9;2017;4;non-woody_litter;above;0.632352997813421;living
9;2017;6;fine_woody_litter;above;0.134338922983845;living
9;2017;6;fine_woody_litter;below;0.07084201581314;living
9;2017;6;non-woody_litter;above;0.3897588689915;living
9;2017;7;fine_woody_litter;above;0;living
9;2017;7;fine_woody_litter;below;0;living
9;2017;7;non-woody_litter;above;0;living
9;2018;1;fine_woody_litter;above;0.223018071391495;living
9;2018;1;fine_woody_litter;below;0.168565261226435;living
9;2018;1;non-woody_litter;above;0.7527603613705;living
9;2018;2;fine_woody_litter;above;0.225607419458402;living
9;2018;2;fine_woody_litter;below;0.1540976706984;living
9;2018;2;non-woody_litter;above;0.724226572362904;living
9;2018;4;fine_woody_litter;above;0.217588804933489;living
9;2018;4;fine_woody_litter;below;0.123261111779964;living
9;2018;4;non-woody_litter;above;0.632352997813421;living
9;2018;6;fine_woody_litter;above;0.134338922983845;living
9;2018;6;fine_woody_litter;below;0.07084201581314;living
9;2018;6;non-woody_litter;above;0.3897588689915;living
9;2018;7;fine_woody_litter;above;0;living
9;2018;7;fine_woody_litter;below;0;living
9;2018;7;non-woody_litter;above;0;living
9;2019;1;fine_woody_litter;above;0.223018071391495;living
9;2019;1;fine_woody_litter;below;0.168565261226435;living
9;2019;1;non-woody_litter;above;0.7527603613705;living
9;2019;2;fine_woody_litter;above;0.225607419458402;living
9;2019;2;fine_woody_litter;below;0.1540976706984;living
9;2019;2;non-woody_litter;above;0.724226572362904;living
9;2019;4;fine_woody_litter;above;0.217588804933489;living
9;2019;4;fine_woody_litter;below;0.123261111779964;living
9;2019;4;non-woody_litter;above;0.632352997813421;living
9;2019;6;fine_woody_litter;above;0.134338922983845;living
9;2019;6;fine_woody_litter;below;0.07084201581314;living
9;2019;6;non-woody_litter;above;0.3897588689915;living
9;2019;7;fine_woody_litter;above;0;living
9;2019;7;fine_woody_litter;below;0;living
9;2019;7;non-woody_litter;above;0;living
9;2020;1;fine_woody_litter;above;0.223018071391495;living
9;2020;1;fine_woody_litter;below;0.168565261226435;living
9;2020;1;non-woody_litter;above;0.7527603613705;living
9;2020;2;fine_woody_litter;above;0.225607419458402;living
9;2020;2;fine_woody_litter;below;0.1540976706984;living
9;2020;2;non-woody_litter;above;0.724226572362904;living
9;2020;4;fine_woody_litter;above;0.217588804933489;living
9;2020;4;fine_woody_litter;below;0.123261111779964;living
9;2020;4;non-woody_litter;above;0.632352997813421;living
9;2020;6;fine_woody_litter;above;0.134338922983845;living
9;2020;6;fine_woody_litter;below;0.07084201581314;living
9;2020;6;non-woody_litter;above;0.3897588689915;living
9;2020;7;fine_woody_litter;above;0;living
9;2020;7;fine_woody_litter;below;0;living
9;2020;7;non-woody_litter;above;0;living
9;2021;1;fine_woody_litter;above;0.223018071391495;living
9;2021;1;fine_woody_litter;below;0.168565261226435;living
9;2021;1;non-woody_litter;above;0.7527603613705;living
9;2021;2;fine_woody_litter;above;0.225607419458402;living
9;2021;2;fine_woody_litter;below;0.1540976706984;living
9;2021;2;non-woody_litter;above;0.724226572362904;living
9;2021;4;fine_woody_litter;above;0.217588804933489;living
9;2021;4;fine_woody_litter;below;0.123261111779964;living
9;2021;4;non-woody_litter;above;0.632352997813421;living
9;2021;6;fine_woody_litter;above;0.134338922983845;living
9;2021;6;fine_woody_litter;below;0.07084201581314;living
9;2021;6;non-woody_litter;above;0.3897588689915;living
9;2021;7;fine_woody_litter;above;0;living
9;2021;7;fine_woody_litter;below;0;living
9;2021;7;non-woody_litter;above;0;living
10;2015;1;fine_woody_litter;above;0.165189792895605;living
10;2015;1;fine_woody_litter;below;0.124502936536535;living
10;2015;1;non-woody_litter;above;0.7686460137325;living
10;2015;2;fine_woody_litter;above;0.197809510441691;living
10;2015;2;fine_woody_litter;below;0.138438469651989;living
10;2015;2;non-woody_litter;above;0.770515052912448;living
10;2015;4;fine_woody_litter;above;0.195576647836016;living
10;2015;4;fine_woody_litter;below;0.112170196989199;living
10;2015;4;non-woody_litter;above;0.57164122714404;living
10;2015;6;fine_woody_litter;above;0.14979834051164;living
10;2015;6;fine_woody_litter;below;0.076785495008355;living
10;2015;6;non-woody_litter;above;0.440023508168;living
10;2015;7;fine_woody_litter;above;0;living
10;2015;7;fine_woody_litter;below;0;living
10;2015;7;non-woody_litter;above;0;living
10;2016;1;fine_woody_litter;above;0.165189792895605;living
10;2016;1;fine_woody_litter;below;0.124502936536535;living
10;2016;1;non-woody_litter;above;0.7686460137325;living
10;2016;2;fine_woody_litter;above;0.197809510441691;living
10;2016;2;fine_woody_litter;below;0.138438469651989;living
10;2016;2;non-woody_litter;above;0.770515052912448;living
10;2016;4;fine_woody_litter;above;0.195576647836016;living
10;2016;4;fine_woody_litter;below;0.112170196989199;living
10;2016;4;non-woody_litter;above;0.57164122714404;living
10;2016;6;fine_woody_litter;above;0.14979834051164;living
10;2016;6;fine_woody_litter;below;0.076785495008355;living
10;2016;6;non-woody_litter;above;0.440023508168;living
10;2016;7;fine_woody_litter;above;0;living
10;2016;7;fine_woody_litter;below;0;living
10;2016;7;non-woody_litter;above;0;living
10;2017;1;fine_woody_litter;above;0.165189792895605;living
10;2017;1;fine_woody_litter;below;0.124502936536535;living
10;2017;1;non-woody_litter;above;0.7686460137325;living
10;2017;2;fine_woody_litter;above;0.197809510441691;living
10;2017;2;fine_woody_litter;below;0.138438469651989;living
10;2017;2;non-woody_litter;above;0.770515052912448;living
10;2017;4;fine_woody_litter;above;0.195576647836016;living
10;2017;4;fine_woody_litter;below;0.112170196989199;living
10;2017;4;non-woody_litter;above;0.57164122714404;living
10;2017;6;fine_woody_litter;above;0.14979834051164;living
10;2017;6;fine_woody_litter;below;0.076785495008355;living
10;2017;6;non-woody_litter;above;0.440023508168;living
10;2017;7;fine_woody_litter;above;0;living
10;2017;7;fine_woody_litter;below;0;living
10;2017;7;non-woody_litter;above;0;living
10;2018;1;fine_woody_litter;above;0.165189792895605;living
10;2018;1;fine_woody_litter;below;0.124502936536535;living
10;2018;1;non-woody_litter;above;0.7686460137325;living
10;2018;2;fine_woody_litter;above;0.197809510441691;living
10;2018;2;fine_woody_litter;below;0.138438469651989;living
10;2018;2;non-woody_litter;above;0.770515052912448;living
10;2018;4;fine_woody_litter;above;0.195576647836016;living
10;2018;4;fine_woody_litter;below;0.112170196989199;living
10;2018;4;non-woody_litter;above;0.57164122714404;living
10;2018;6;fine_woody_litter;above;0.14979834051164;living
10;2018;6;fine_woody_litter;below;0.076785495008355;living
10;2018;6;non-woody_litter;above;0.440023508168;living
10;2018;7;fine_woody_litter;above;0;living
10;2018;7;fine_woody_litter;below;0;living
10;2018;7;non-woody_litter;above;0;living
10;2019;1;fine_woody_litter;above;0.165189792895605;living
10;2019;1;fine_woody_litter;below;0.124502936536535;living
10;2019;1;non-woody_litter;above;0.7686460137325;living
10;2019;2;fine_woody_litter;above;0.197809510441691;living
10;2019;2;fine_woody_litter;below;0.138438469651989;living
10;2019;2;non-woody_litter;above;0.770515052912448;living
10;2019;4;fine_woody_litter;above;0.195576647836016;living
10;2019;4;fine_woody_litter;below;0.112170196989199;living
10;2019;4;non-woody_litter;above;0.57164122714404;living
10;2019;6;fine_woody_litter;above;0.14979834051164;living
10;2019;6;fine_woody_litter;below;0.076785495008355;living
10;2019;6;non-woody_litter;above;0.440023508168;living
10;2019;7;fine_woody_litter;above;0;living
10;2019;7;fine_woody_litter;below;0;living
10;2019;7;non-woody_litter;above;0;living
10;2020;1;fine_woody_litter;above;0.165189792895605;living
10;2020;1;fine_woody_litter;below;0.124502936536535;living
10;2020;1;non-woody_litter;above;0.7686460137325;living
10;2020;2;fine_woody_litter;above;0.197809510441691;living
10;2020;2;fine_woody_litter;below;0.138438469651989;living
10;2020;2;non-woody_litter;above;0.770515052912448;living
10;2020;4;fine_woody_litter;above;0.195576647836016;living
10;2020;4;fine_woody_litter;below;0.112170196989199;living
10;2020;4;non-woody_litter;above;0.57164122714404;living
10;2020;6;fine_woody_litter;above;0.14979834051164;living
10;2020;6;fine_woody_litter;below;0.076785495008355;living
10;2020;6;non-woody_litter;above;0.440023508168;living
10;2020;7;fine_woody_litter;above;0;living
10;2020;7;fine_woody_litter;below;0;living
10;2020;7;non-woody_litter;above;0;living
10;2021;1;fine_woody_litter;above;0.165189792895605;living
10;2021;1;fine_woody_litter;below;0.124502936536535;living
10;2021;1;non-woody_litter;above;0.7686460137325;living
10;2021;2;fine_woody_litter;above;0.197809510441691;living
10;2021;2;fine_woody_litter;below;0.138438469651989;living
10;2021;2;non-woody_litter;above;0.770515052912448;living
10;2021;4;fine_woody_litter;above;0.195576647836016;living
10;2021;4;fine_woody_litter;below;0.112170196989199;living
10;2021;4;non-woody_litter;above;0.57164122714404;living
10;2021;6;fine_woody_litter;above;0.14979834051164;living
10;2021;6;fine_woody_litter;below;0.076785495008355;living
10;2021;6;non-woody_litter;above;0.440023508168;living
10;2021;7;fine_woody_litter;above;0;living
10;2021;7;fine_woody_litter;below;0;living
10;2021;7;non-woody_litter;above;0;living
11;2015;1;fine_woody_litter;above;0.18097611184822;living
11;2015;1;fine_woody_litter;below;0.130842126190565;living
11;2015;1;non-woody_litter;above;0.796795881916;living
11;2015;2;fine_woody_litter;above;0.169633743705419;living
11;2015;2;fine_woody_litter;below;0.113167125542692;living
11;2015;2;non-woody_litter;above;0.658975056361191;living
11;2015;4;fine_woody_litter;above;0.178523220047288;living
11;2015;4;fine_woody_litter;below;0.103093490887172;living
11;2015;4;non-woody_litter;above;0.572570317646766;living
11;2015;6;fine_woody_litter;above;0.144237486647945;living
11;2015;6;fine_woody_litter;below;0.078112013199815;living
11;2015;6;non-woody_litter;above;0.453449814542;living
11;2015;7;fine_woody_litter;above;0.053870527456605;living
11;2015;7;fine_woody_litter;below;0.02506120026715;living
11;2015;7;non-woody_litter;above;0.225630772378;living
11;2016;1;fine_woody_litter;above;0.18097611184822;living
11;2016;1;fine_woody_litter;below;0.130842126190565;living
11;2016;1;non-woody_litter;above;0.796795881916;living
11;2016;2;fine_woody_litter;above;0.169633743705419;living
11;2016;2;fine_woody_litter;below;0.113167125542692;living
11;2016;2;non-woody_litter;above;0.658975056361191;living
11;2016;4;fine_woody_litter;above;0.178523220047288;living
11;2016;4;fine_woody_litter;below;0.103093490887172;living
11;2016;4;non-woody_litter;above;0.572570317646766;living
11;2016;6;fine_woody_litter;above;0.144237486647945;living
11;2016;6;fine_woody_litter;below;0.078112013199815;living
11;2016;6;non-woody_litter;above;0.453449814542;living
11;2016;7;fine_woody_litter;above;0.053870527456605;living
11;2016;7;fine_woody_litter;below;0.02506120026715;living
11;2016;7;non-woody_litter;above;0.225630772378;living
11;2017;1;fine_woody_litter;above;0.18097611184822;living
11;2017;1;fine_woody_litter;below;0.130842126190565;living
11;2017;1;non-woody_litter;above;0.796795881916;living
11;2017;2;fine_woody_litter;above;0.169633743705419;living
11;2017;2;fine_woody_litter;below;0.113167125542692;living
11;2017;2;non-woody_litter;above;0.658975056361191;living
11;2017;4;fine_woody_litter;above;0.178523220047288;living
11;2017;4;fine_woody_litter;below;0.103093490887172;living
11;2017;4;non-woody_litter;above;0.572570317646766;living
11;2017;6;fine_woody_litter;above;0.144237486647945;living
11;2017;6;fine_woody_litter;below;0.078112013199815;living
11;2017;6;non-woody_litter;above;0.453449814542;living
11;2017;7;fine_woody_litter;above;0.053870527456605;living
11;2017;7;fine_woody_litter;below;0.02506120026715;living
11;2017;7;non-woody_litter;above;0.225630772378;living
11;2018;1;fine_woody_litter;above;0.18097611184822;living
11;2018;1;fine_woody_litter;below;0.130842126190565;living
11;2018;1;non-woody_litter;above;0.796795881916;living
11;2018;2;fine_woody_litter;above;0.169633743705419;living
11;2018;2;fine_woody_litter;below;0.113167125542692;living
11;2018;2;non-woody_litter;above;0.658975056361191;living
11;2018;4;fine_woody_litter;above;0.178523220047288;living
11;2018;4;fine_woody_litter;below;0.103093490887172;living
11;2018;4;non-woody_litter;above;0.572570317646766;living
11;2018;6;fine_woody_litter;above;0.144237486647945;living
11;2018;6;fine_woody_litter;below;0.078112013199815;living
11;2018;6;non-woody_litter;above;0.453449814542;living
11;2018;7;fine_woody_litter;above;0.053870527456605;living
11;2018;7;fine_woody_litter;below;0.02506120026715;living
11;2018;7;non-woody_litter;above;0.225630772378;living
11;2019;1;fine_woody_litter;above;0.18097611184822;living
11;2019;1;fine_woody_litter;below;0.130842126190565;living
11;2019;1;non-woody_litter;above;0.796795881916;living
11;2019;2;fine_woody_litter;above;0.169633743705419;living
11;2019;2;fine_woody_litter;below;0.113167125542692;living
11;2019;2;non-woody_litter;above;0.658975056361191;living
11;2019;4;fine_woody_litter;above;0.178523220047288;living
11;2019;4;fine_woody_litter;below;0.103093490887172;living
11;2019;4;non-woody_litter;above;0.572570317646766;living
11;2019;6;fine_woody_litter;above;0.144237486647945;living
11;2019;6;fine_woody_litter;below;0.078112013199815;living
11;2019;6;non-woody_litter;above;0.453449814542;living
11;2019;7;fine_woody_litter;above;0.053870527456605;living
11;2019;7;fine_woody_litter;below;0.02506120026715;living
11;2019;7;non-woody_litter;above;0.225630772378;living
11;2020;1;fine_woody_litter;above;0.18097611184822;living
11;2020;1;fine_woody_litter;below;0.130842126190565;living
11;2020;1;non-woody_litter;above;0.796795881916;living
11;2020;2;fine_woody_litter;above;0.169633743705419;living
11;2020;2;fine_woody_litter;below;0.113167125542692;living
11;2020;2;non-woody_litter;above;0.658975056361191;living
11;2020;4;fine_woody_litter;above;0.178523220047288;living
11;2020;4;fine_woody_litter;below;0.103093490887172;living
11;2020;4;non-woody_litter;above;0.572570317646766;living
11;2020;6;fine_woody_litter;above;0.144237486647945;living
11;2020;6;fine_woody_litter;below;0.078112013199815;living
11;2020;6;non-woody_litter;above;0.453449814542;living
11;2020;7;fine_woody_litter;above;0.053870527456605;living
11;2020;7;fine_woody_litter;below;0.02506120026715;living
11;2020;7;non-woody_litter;above;0.225630772378;living
11;2021;1;fine_woody_litter;above;0.18097611184822;living
11;2021;1;fine_woody_litter;below;0.130842126190565;living
